Line#,Date,"Temperature (S-THB 10979906:10974876-1), *C, Bree_met_5","Wind Speed (S-WSB 10979906:10955814-1), m/s, Bree_met_5","Solar Radiation (S-LIB 10979906:10969905-1), W/m^2, Bree_met_5","RH (S-THB 10979906:10974876-2), %, Bree_met_5","PAR (S-LIA 10979906:10962914-1), uE, Bree_met_5","Gust Speed (S-WSB 10979906:10955814-2), m/s, Bree_met_5","Wind Direction (S-WDA 10979906:10969970-1), *, Bree_met_5","Pressure (S-BPB 10979906:10972867-1), mbar, Bree_met_5","Dew Point (S-THB 10979906:10974876-3), *C, Bree_met_5","Battery (RX3000 BATTERY 10979906:10979906-B), V, Bree_met_5"
1543,07/29/20 11:20:00,21.41,1.0,247,80.70,526,2.0,190,997.8,17.98,4.424
1544,07/29/20 11:25:00,21.34,2.0,261,78.50,556,3.0,184,997.9,17.47,4.411
1545,07/29/20 11:30:00,21.32,2.5,274,77.80,584,3.0,184,998.1,17.31,4.402
1546,07/29/20 11:35:00,21.56,2.0,298,79.60,634,3.0,171,998.0,17.90,4.415
1547,07/29/20 11:40:00,21.75,1.5,323,78.50,681,2.5,167,997.9,17.87,4.451
1548,07/29/20 11:45:00,21.84,1.5,341,76.00,716,2.0,154,997.7,17.45,4.457
1549,07/29/20 11:50:00,22.18,1.0,351,77.30,734,2.0,153,997.8,18.04,4.432
1550,07/29/20 11:55:00,22.39,1.0,353,75.30,754,2.0,157,997.8,17.83,4.418
1551,07/29/20 12:00:00,22.70,1.0,367,74.30,779,1.5,159,997.9,17.92,4.406
1552,07/29/20 12:05:00,22.80,1.5,376,72.70,809,2.5,152,998.0,17.66,4.398
1553,07/29/20 12:10:00,22.94,1.5,387,72.80,834,2.5,161,997.9,17.82,4.433
1554,07/29/20 12:15:00,22.99,2.0,401,72.80,866,3.0,160,998.0,17.87,4.442
1555,07/29/20 12:20:00,23.21,2.0,416,72.10,899,3.0,163,998.0,17.93,4.417
1556,07/29/20 12:25:00,23.38,1.5,431,71.60,929,3.5,195,998.1,17.98,4.402
1557,07/29/20 12:30:00,23.54,2.5,456,70.80,979,3.5,167,998.0,17.96,4.417
1558,07/29/20 12:35:00,23.74,3.0,462,71.40,994,5.0,164,997.9,18.28,4.454
1559,07/29/20 12:40:00,23.95,3.0,469,71.20,"1,011",4.0,166,998.0,18.44,4.460
1560,07/29/20 12:45:00,23.91,4.5,486,68.70,"1,046",6.0,184,998.1,17.82,4.432
1561,07/29/20 12:50:00,23.93,5.5,506,69.30,"1,091",8.1,188,998.0,17.99,4.418
1562,07/29/20 12:55:00,24.00,5.5,509,69.80,"1,096",8.1,184,998.0,18.17,4.406
1563,07/29/20 13:00:00,24.00,5.5,527,69.80,"1,134",7.5,188,998.0,18.17,4.400
1564,07/29/20 13:05:00,24.05,5.5,527,69.10,"1,134",6.5,191,997.9,18.06,4.426
1565,07/29/20 13:10:00,24.10,5.5,542,67.10,"1,171",7.5,185,997.8,17.63,4.456
1566,07/29/20 13:15:00,23.95,6.0,561,66.50,"1,206",7.5,180,997.9,17.35,4.453
1567,07/29/20 13:20:00,24.10,5.5,553,66.50,"1,196",7.5,181,997.9,17.49,4.429
1568,07/29/20 13:25:00,24.24,5.0,591,66.90,"1,271",7.0,183,997.8,17.72,4.414
1569,07/29/20 13:30:00,24.27,5.5,592,65.90,"1,276",8.1,178,997.7,17.51,4.405
1570,07/29/20 13:35:00,24.27,6.5,612,62.80,"1,316",9.1,181,997.8,16.75,4.398
1571,07/29/20 13:40:00,24.36,6.0,621,66.10,"1,336",8.6,185,997.7,17.65,4.435
1572,07/29/20 13:45:00,24.41,6.0,628,67.50,"1,349",8.1,187,997.7,18.03,4.460
1573,07/29/20 13:50:00,24.53,5.0,642,67.20,"1,374",7.5,183,997.7,18.07,4.447
1574,07/29/20 13:55:00,24.48,6.5,657,64.90,"1,409",8.1,187,997.9,17.47,4.424
1575,07/29/20 14:00:00,24.53,6.5,659,63.40,"1,409",8.1,183,997.9,17.15,4.411
1576,07/29/20 14:05:00,24.75,5.0,669,66.30,"1,436",6.5,183,997.8,18.06,4.403
1577,07/29/20 14:10:00,24.73,6.0,681,65.20,"1,456",8.1,174,997.7,17.77,4.412
1578,07/29/20 14:15:00,24.92,5.0,698,63.80,"1,491",7.0,175,997.8,17.61,4.447
1579,07/29/20 14:20:00,24.97,5.0,702,63.70,"1,499",6.5,174,997.8,17.63,4.463
1580,07/29/20 14:25:00,25.02,5.5,706,61.90,"1,506",7.0,180,997.6,17.22,4.432
1581,07/29/20 14:30:00,25.11,5.5,731,62.00,"1,551",7.0,190,997.7,17.34,4.418
1582,07/29/20 14:35:00,25.21,4.5,747,63.20,"1,586",6.0,181,997.5,17.74,4.406
1583,07/29/20 14:40:00,25.26,5.5,787,61.60,"1,656",7.0,173,997.2,17.38,4.400
1584,07/29/20 14:45:00,25.36,5.5,804,63.50,"1,689",7.0,170,997.2,17.95,4.430
1585,07/29/20 14:50:00,25.28,6.0,377,61.60,849,8.1,180,997.1,17.40,4.459
1586,07/29/20 14:55:00,25.33,5.5,297,61.40,654,7.0,178,996.9,17.39,4.451
1587,07/29/20 15:00:00,25.50,5.5,299,61.60,671,8.1,181,997.0,17.60,4.424
1588,07/29/20 15:05:00,25.57,5.5,319,61.20,736,7.5,185,996.9,17.57,4.411
1589,07/29/20 15:10:00,25.77,5.0,854,62.40,"1,786",7.5,183,996.6,18.06,4.405
1590,07/29/20 15:15:00,25.99,5.0,463,61.60,"1,014",7.5,175,996.8,18.06,4.405
1591,07/29/20 15:20:00,25.96,6.0,526,60.60,"1,124",8.1,184,996.8,17.78,4.445
1592,07/29/20 15:25:00,25.89,5.0,342,60.40,754,8.1,178,996.7,17.66,4.460
1593,07/29/20 15:30:00,26.16,4.0,458,57.70,951,6.0,168,996.8,17.18,4.426
1594,07/29/20 15:35:00,26.06,5.5,422,59.30,859,7.0,170,996.8,17.53,4.412
1595,07/29/20 15:40:00,26.23,4.5,476,58.90,974,6.5,163,996.6,17.58,4.403
1596,07/29/20 15:45:00,26.28,4.5,901,58.50,"1,849",6.0,185,996.6,17.52,4.405
1597,07/29/20 15:50:00,26.50,4.5,399,56.10,814,6.5,192,996.6,17.06,4.447
1598,07/29/20 15:55:00,26.28,5.5,229,57.70,441,7.5,185,996.8,17.30,4.460
1599,07/29/20 16:00:00,26.30,4.5,149,56.80,281,6.5,191,997.0,17.07,4.424
1600,07/29/20 16:05:00,26.11,5.0,133,60.80,256,7.0,183,996.8,17.97,4.411
1601,07/29/20 16:10:00,26.04,4.5,117,59.90,229,6.0,173,997.0,17.66,4.402
1602,07/29/20 16:15:00,25.87,4.5,119,61.30,236,6.0,171,996.9,17.87,4.397
1603,07/29/20 16:20:00,25.79,3.5,113,64.00,221,5.0,171,996.9,18.49,4.427
1604,07/29/20 16:25:00,25.72,3.0,116,62.50,224,4.5,168,996.9,18.04,4.466
1605,07/29/20 16:30:00,25.67,2.5,139,64.20,274,4.0,175,996.9,18.42,4.451
1606,07/29/20 16:35:00,25.67,2.0,154,61.50,301,4.0,166,996.6,17.74,4.417
1607,07/29/20 16:40:00,25.72,2.5,186,62.40,359,4.0,175,996.5,18.02,4.408
1608,07/29/20 16:45:00,25.79,3.0,271,61.20,534,4.0,180,996.4,17.78,4.400
1609,07/29/20 16:50:00,25.82,3.0,389,60.90,791,4.5,177,996.4,17.72,4.421
1610,07/29/20 16:55:00,25.87,3.0,373,62.00,746,4.0,173,996.2,18.05,4.454
1611,07/29/20 17:00:00,26.04,3.0,389,62.50,776,4.5,177,996.2,18.34,4.448
1612,07/29/20 17:05:00,26.23,3.5,459,59.70,934,5.0,183,996.1,17.79,4.415
1613,07/29/20 17:10:00,26.40,3.5,492,60.10,"1,019",5.5,175,996.1,18.06,4.405
1614,07/29/20 17:15:00,26.50,4.5,479,59.50,996,7.5,174,996.1,17.99,4.398
1615,07/29/20 17:20:00,26.50,5.5,468,62.00,959,7.5,170,996.2,18.65,4.442
1616,07/29/20 17:25:00,26.65,5.5,382,59.10,776,7.5,183,995.9,18.02,4.459
1617,07/29/20 17:30:00,26.45,4.5,271,61.20,546,7.5,190,996.2,18.40,4.433
1618,07/29/20 17:35:00,26.52,5.0,202,58.40,406,7.0,178,996.2,17.72,4.414
1619,07/29/20 17:40:00,26.45,4.5,138,61.60,276,6.0,187,996.4,18.50,4.403
1620,07/29/20 17:45:00,26.38,3.5,128,59.60,261,5.0,184,996.5,17.90,4.398
1621,07/29/20 17:50:00,26.35,3.5,161,58.30,326,5.5,183,996.5,17.53,4.429
1622,07/29/20 17:55:00,26.26,4.0,384,57.70,819,5.5,188,996.3,17.28,4.459
1623,07/29/20 18:00:00,26.21,3.5,314,60.20,661,5.5,197,996.4,17.90,4.450
1624,07/29/20 18:05:00,23.23,5.5,209,71.30,436,8.1,302,996.7,17.77,4.417
1625,07/29/20 18:10:00,23.11,4.0,136,74.80,291,6.0,320,996.8,18.42,4.408
1626,07/29/20 18:15:00,22.94,4.5,104,75.70,229,6.5,307,996.7,18.45,4.400
1627,07/29/20 18:20:00,22.56,4.5,87,77.90,191,6.0,323,996.6,18.53,4.405
1628,07/29/20 18:25:00,22.03,4.5,128,80.50,279,6.0,327,996.9,18.55,4.445
1629,07/29/20 18:30:00,21.75,4.0,212,82.70,479,6.0,337,996.7,18.70,4.457
1630,07/29/20 18:35:00,21.41,5.0,129,82.00,301,7.0,10,996.8,18.24,4.433
1631,07/29/20 18:40:00,21.44,3.5,22,83.00,61,5.0,1,997.3,18.45,4.414
1632,07/29/20 18:45:00,21.03,3.0,29,82.80,99,5.0,326,997.9,18.02,4.405
1633,07/29/20 18:50:00,19.65,4.0,59,89.10,146,5.5,330,997.5,17.83,4.398
1634,07/29/20 18:55:00,19.34,3.0,184,90.90,416,5.5,319,997.8,17.84,4.418
1635,07/29/20 19:00:00,19.25,2.0,42,91.50,96,3.5,357,997.9,17.85,4.457
1636,07/29/20 19:05:00,19.25,2.5,136,90.70,289,4.5,258,997.9,17.71,4.457
1637,07/29/20 19:10:00,19.29,1.0,264,91.00,559,3.5,337,997.5,17.81,4.420
1638,07/29/20 19:15:00,19.53,2.5,337,91.50,741,4.0,6,997.0,18.13,4.409
1639,07/29/20 19:20:00,19.67,3.0,253,91.80,561,5.0,22,997.2,18.33,4.403
1640,07/29/20 19:25:00,19.79,2.5,276,91.50,594,4.0,22,997.3,18.39,4.405
1641,07/29/20 19:30:00,19.96,2.5,373,92.20,789,4.5,44,996.9,18.68,4.447
1642,07/29/20 19:35:00,20.03,3.5,521,91.30,"1,126",5.0,39,996.7,18.59,4.462
1643,07/29/20 19:40:00,20.27,4.0,388,91.20,856,5.5,41,996.7,18.81,4.426
1644,07/29/20 19:45:00,20.27,4.5,756,91.60,"1,661",5.5,41,996.2,18.88,4.412
1645,07/29/20 19:50:00,20.70,3.5,706,91.10,"1,579",5.0,45,996.0,19.22,4.405
1646,07/29/20 19:55:00,21.08,2.5,417,89.50,976,4.0,41,996.3,19.31,4.398
1647,07/29/20 20:00:00,21.41,3.0,364,88.20,844,4.0,45,996.4,19.40,4.429
1648,07/29/20 20:05:00,21.65,3.0,267,87.50,621,4.5,41,996.4,19.51,4.465
1649,07/29/20 20:10:00,22.11,3.0,796,87.20,"1,764",4.5,46,995.4,19.90,4.453
1650,07/29/20 20:15:00,22.23,3.5,697,86.70,"1,574",4.5,62,995.0,19.93,4.403
1651,07/29/20 20:20:00,22.87,2.0,173,84.20,469,3.5,79,996.0,20.09,4.408
1652,07/29/20 20:25:00,22.51,2.5,287,84.80,674,4.0,94,995.7,19.85,4.454
1653,07/29/20 20:30:00,22.56,3.0,664,85.50,"1,464",5.0,98,994.8,20.03,4.462
1654,07/29/20 20:35:00,22.47,3.0,628,85.00,"1,386",4.5,107,994.9,19.84,4.424
1655,07/29/20 20:40:00,22.42,3.0,623,85.30,"1,366",4.5,101,994.9,19.85,4.412
1656,07/29/20 20:45:00,22.51,3.0,537,83.70,"1,214",5.0,104,994.8,19.64,4.405
1657,07/29/20 20:50:00,22.66,2.5,521,83.30,"1,174",4.5,104,994.9,19.70,4.398
1658,07/29/20 20:55:00,22.80,2.5,513,82.30,"1,154",5.0,101,994.8,19.65,4.412
1659,07/29/20 21:00:00,23.14,2.0,483,82.70,"1,099",3.0,83,994.6,20.06,4.454
1660,07/29/20 21:05:00,23.23,2.0,474,80.60,"1,071",3.0,91,994.7,19.73,4.456
1661,07/29/20 21:10:00,23.42,2.0,548,79.90,"1,204",3.5,91,994.4,19.78,4.421
1662,07/29/20 21:15:00,23.14,2.0,201,81.00,486,3.5,79,995.4,19.72,4.411
1663,07/29/20 21:20:00,23.23,2.0,326,80.00,729,3.0,70,994.8,19.61,4.403
1664,07/29/20 21:25:00,23.06,2.0,129,82.30,296,3.5,74,995.5,19.91,4.398
1665,07/29/20 21:30:00,23.14,1.5,143,82.70,306,2.5,84,995.4,20.06,4.427
1666,07/29/20 21:35:00,23.11,1.5,131,83.70,269,3.0,117,995.5,20.23,4.459
1667,07/29/20 21:40:00,23.02,1.5,109,83.50,211,3.0,129,995.5,20.10,4.453
1668,07/29/20 21:45:00,22.97,2.0,146,83.30,269,3.0,138,995.4,20.01,4.417
1669,07/29/20 21:50:00,22.87,1.5,113,83.70,209,2.5,164,995.4,19.99,4.408
1670,07/29/20 21:55:00,22.97,0.0,119,84.40,224,1.5,185,995.3,20.22,4.402
1671,07/29/20 22:00:00,23.04,0.5,138,83.40,269,1.5,139,995.2,20.10,4.400
1672,07/29/20 22:05:00,23.26,0.5,376,82.90,739,1.5,69,994.0,20.21,4.445
1673,07/29/20 22:10:00,23.95,0.5,342,81.00,714,1.5,358,994.2,20.52,4.463
1674,07/29/20 22:15:00,24.46,0.0,286,79.40,621,1.0,354,994.4,20.69,4.435
1675,07/29/20 22:20:00,25.43,0.0,261,76.30,581,1.0,354,994.4,20.98,4.414
1676,07/29/20 22:25:00,24.85,0.5,258,78.20,579,1.5,340,994.1,20.82,4.405
1677,07/29/20 22:30:00,24.19,1.0,261,79.10,581,2.0,329,994.3,20.37,4.400
1678,07/29/20 22:35:00,24.05,1.0,254,80.20,549,2.0,347,994.5,20.45,4.406
1679,07/29/20 22:40:00,24.27,0.5,254,78.90,524,1.5,3,994.6,20.40,4.450
1680,07/29/20 22:45:00,24.44,0.0,233,78.40,426,1.5,38,994.9,20.46,4.459
1681,07/29/20 22:50:00,24.22,0.5,193,78.60,351,1.0,41,995.4,20.29,4.424
1682,07/29/20 22:55:00,24.44,1.0,298,79.40,571,3.0,73,994.7,20.66,4.411
1683,07/29/20 23:00:00,23.86,2.0,93,80.70,221,3.5,125,995.8,20.36,4.403
1684,07/29/20 23:05:00,23.83,0.5,66,80.90,166,2.0,108,995.8,20.38,4.398
1685,07/29/20 23:10:00,23.79,0.5,56,80.30,141,1.5,107,995.7,20.21,4.412
1686,07/29/20 23:15:00,23.88,0.5,76,80.10,161,1.0,104,995.3,20.27,4.438
1687,07/29/20 23:20:00,24.15,1.0,102,78.70,191,2.0,65,995.0,20.24,4.451
1688,07/29/20 23:25:00,24.63,1.0,122,77.20,211,2.0,52,994.7,20.39,4.435
1689,07/29/20 23:30:00,24.32,1.5,114,78.80,181,2.5,102,994.6,20.42,4.412
1690,07/29/20 23:35:00,24.34,1.0,101,79.80,146,2.0,100,994.6,20.65,4.403
1691,07/29/20 23:40:00,24.19,1.0,91,80.50,124,1.5,101,995.0,20.65,4.400
1692,07/29/20 23:45:00,23.74,1.0,44,82.80,64,2.0,100,995.4,20.66,4.400
1693,07/29/20 23:50:00,23.50,1.5,26,83.10,41,2.5,94,995.5,20.49,4.405
1694,07/29/20 23:55:00,23.33,1.5,9,83.80,24,2.5,98,995.5,20.46,4.408
1695,07/30/20 00:00:00,23.02,2.5,4,85.00,14,3.5,124,995.5,20.38,4.406
1696,07/30/20 00:05:00,22.75,2.5,2,85.60,9,4.0,129,995.6,20.24,4.398
1697,07/30/20 00:10:00,22.63,3.0,1,86.00,6,4.0,138,995.7,20.20,4.395
1698,07/30/20 00:15:00,22.51,2.0,1,85.30,4,3.0,139,995.9,19.95,4.382
1699,07/30/20 00:20:00,22.37,2.0,1,85.30,1,3.0,154,996.0,19.81,4.374
1700,07/30/20 00:25:00,22.37,1.0,1,85.20,1,2.5,160,995.9,19.79,4.374
1701,07/30/20 00:30:00,22.32,1.0,1,84.90,1,2.0,181,996.1,19.68,4.376
1702,07/30/20 00:35:00,22.32,0.5,1,85.30,1,2.0,174,996.1,19.76,4.376
1703,07/30/20 00:40:00,22.27,0.0,1,84.40,1,1.0,174,996.1,19.54,4.376
1704,07/30/20 00:45:00,22.27,0.0,1,83.50,1,1.0,174,996.1,19.37,4.374
1705,07/30/20 00:50:00,22.35,0.0,1,83.80,1,1.0,173,996.2,19.50,4.374
1706,07/30/20 00:55:00,22.44,0.0,1,83.10,1,1.5,173,996.2,19.45,4.373
1707,07/30/20 01:00:00,22.37,0.5,1,82.70,1,1.5,173,996.3,19.31,4.373
1708,07/30/20 01:05:00,22.27,0.5,1,83.20,1,2.0,163,996.4,19.31,4.371
1709,07/30/20 01:10:00,22.20,1.0,1,82.20,1,2.0,149,996.4,19.05,4.371
1710,07/30/20 01:15:00,22.03,1.0,1,83.30,1,2.0,149,996.4,19.10,4.371
1711,07/30/20 01:20:00,21.94,0.5,1,83.90,1,1.0,149,996.2,19.12,4.370
1712,07/30/20 01:25:00,21.91,0.5,1,85.90,1,1.5,149,996.2,19.47,4.370
1713,07/30/20 01:30:00,21.60,0.5,1,87.20,1,1.5,150,996.3,19.41,4.368
1714,07/30/20 01:35:00,21.46,0.5,1,87.10,1,1.5,150,996.3,19.25,4.368
1715,07/30/20 01:40:00,21.44,1.0,1,86.90,1,2.0,150,996.3,19.19,4.367
1716,07/30/20 01:45:00,21.56,1.0,1,87.70,1,2.0,150,996.4,19.45,4.367
1717,07/30/20 01:50:00,21.34,0.5,1,87.10,1,2.0,150,996.3,19.13,4.365
1718,07/30/20 01:55:00,21.34,0.5,1,86.80,1,1.5,150,996.3,19.08,4.365
1719,07/30/20 02:00:00,21.41,0.5,1,87.30,1,1.5,150,996.3,19.24,4.365
1720,07/30/20 02:05:00,21.46,0.5,1,86.50,1,1.5,150,996.3,19.14,4.365
1721,07/30/20 02:10:00,21.44,0.5,1,86.90,1,1.5,150,996.3,19.19,4.364
1722,07/30/20 02:15:00,21.15,1.0,1,87.60,1,2.0,150,996.4,19.04,4.364
1723,07/30/20 02:20:00,21.03,1.0,1,87.80,1,2.0,150,996.3,18.96,4.364
1724,07/30/20 02:25:00,20.77,1.5,1,89.40,1,2.0,150,996.4,18.99,4.362
1725,07/30/20 02:30:00,20.98,1.0,1,88.90,1,2.0,150,996.3,19.11,4.362
1726,07/30/20 02:35:00,20.91,1.5,1,88.00,1,2.0,150,996.4,18.87,4.362
1727,07/30/20 02:40:00,20.70,1.5,1,89.70,1,2.5,150,996.4,18.97,4.361
1728,07/30/20 02:45:00,20.70,1.5,1,90.60,1,2.5,149,996.3,19.13,4.359
1729,07/30/20 02:50:00,20.53,1.5,1,91.80,1,2.5,150,996.4,19.18,4.359
1730,07/30/20 02:55:00,20.51,1.5,1,93.10,1,2.5,149,996.5,19.38,4.359
1731,07/30/20 03:00:00,20.39,1.5,1,94.20,1,3.0,149,996.3,19.45,4.359
1732,07/30/20 03:05:00,20.56,2.5,1,94.30,1,3.5,163,996.4,19.63,4.358
1733,07/30/20 03:10:00,20.48,2.5,1,93.80,1,3.5,194,996.4,19.48,4.358
1734,07/30/20 03:15:00,20.48,2.5,1,93.50,1,3.5,206,996.5,19.42,4.356
1735,07/30/20 03:20:00,20.53,2.0,1,93.70,1,3.0,199,996.4,19.51,4.356
1736,07/30/20 03:25:00,20.58,2.0,1,93.80,1,3.0,180,996.5,19.57,4.356
1737,07/30/20 03:30:00,20.48,1.5,1,94.10,1,2.5,173,996.5,19.53,4.355
1738,07/30/20 03:35:00,20.48,2.0,1,94.70,1,4.0,174,996.8,19.63,4.355
1739,07/30/20 03:40:00,20.34,2.5,1,95.00,1,4.0,173,996.9,19.54,4.355
1740,07/30/20 03:45:00,20.29,2.5,1,95.20,1,3.5,166,996.8,19.53,4.355
1741,07/30/20 03:50:00,20.41,2.0,1,94.80,1,3.0,156,996.8,19.58,4.355
1742,07/30/20 03:55:00,20.94,1.0,1,92.70,1,2.5,218,996.8,19.74,4.355
1743,07/30/20 04:00:00,21.10,1.5,1,90.60,1,2.5,241,997.0,19.53,4.355
1744,07/30/20 04:05:00,20.94,0.5,1,89.90,1,2.0,247,996.9,19.24,4.355
1745,07/30/20 04:10:00,20.96,0.0,1,90.00,1,1.5,246,996.9,19.28,4.355
1746,07/30/20 04:15:00,20.91,0.0,1,89.40,1,0.5,229,996.9,19.13,4.344
1747,07/30/20 04:20:00,21.06,0.0,1,89.40,1,0.0,227,996.7,19.27,4.338
1748,07/30/20 04:25:00,20.96,0.5,1,89.70,1,1.5,234,996.7,19.23,4.344
1749,07/30/20 04:30:00,21.06,0.0,1,90.00,1,1.0,237,996.8,19.38,4.347
1750,07/30/20 04:35:00,20.58,1.0,1,92.00,1,2.0,237,996.9,19.26,4.349
1751,07/30/20 04:40:00,20.56,1.5,1,91.00,1,3.5,201,996.8,19.06,4.349
1752,07/30/20 04:45:00,20.51,1.0,1,90.90,1,2.0,178,996.8,18.99,4.350
1753,07/30/20 04:50:00,20.48,1.5,1,91.30,1,2.0,163,996.7,19.04,4.350
1754,07/30/20 04:55:00,20.39,1.0,1,90.90,1,2.0,153,996.6,18.88,4.350
1755,07/30/20 05:00:00,20.25,1.0,1,91.00,1,1.5,152,996.7,18.75,4.350
1756,07/30/20 05:05:00,20.22,1.0,1,91.10,1,1.5,153,996.7,18.75,4.350
1757,07/30/20 05:10:00,20.01,0.5,1,90.80,1,1.5,153,996.8,18.48,4.350
1758,07/30/20 05:15:00,20.13,0.5,1,90.40,1,1.5,157,996.8,18.53,4.350
1759,07/30/20 05:20:00,20.20,1.0,1,89.90,1,2.0,194,996.9,18.51,4.350
1760,07/30/20 05:25:00,19.91,1.0,1,90.90,1,2.5,173,996.9,18.41,4.350
1761,07/30/20 05:30:00,19.91,1.0,1,91.80,1,2.0,153,997.0,18.56,4.350
1762,07/30/20 05:35:00,20.10,1.0,1,92.50,1,2.0,183,997.0,18.87,4.349
1763,07/30/20 05:40:00,19.98,1.0,1,92.50,1,2.5,198,997.0,18.76,4.349
1764,07/30/20 05:45:00,19.91,2.0,1,92.30,1,3.0,178,997.0,18.65,4.349
1765,07/30/20 05:50:00,20.01,1.0,1,91.80,1,2.5,192,996.9,18.66,4.349
1766,07/30/20 05:55:00,20.27,1.0,1,91.60,1,2.5,188,997.0,18.88,4.349
1767,07/30/20 06:00:00,20.15,1.0,1,91.60,1,3.0,194,996.9,18.76,4.349
1768,07/30/20 06:05:00,20.15,0.5,1,90.70,1,1.5,197,996.8,18.61,4.349
1769,07/30/20 06:10:00,19.84,1.0,1,92.20,1,2.0,160,996.9,18.56,4.349
1770,07/30/20 06:15:00,19.84,0.5,1,91.50,1,1.5,163,996.9,18.44,4.347
1771,07/30/20 06:20:00,19.70,0.0,1,91.80,1,1.0,171,996.7,18.35,4.347
1772,07/30/20 06:25:00,19.77,0.0,1,91.80,1,0.5,171,996.7,18.42,4.347
1773,07/30/20 06:30:00,20.06,0.0,1,91.60,1,1.5,175,996.5,18.67,4.347
1774,07/30/20 06:35:00,20.20,0.0,1,90.50,1,1.5,150,996.8,18.62,4.347
1775,07/30/20 06:40:00,20.22,0.0,1,87.30,1,0.5,157,996.8,18.07,4.347
1776,07/30/20 06:45:00,20.08,0.0,1,88.80,1,1.0,175,996.8,18.20,4.347
1777,07/30/20 06:50:00,20.06,0.0,1,90.00,1,1.0,191,996.5,18.39,4.346
1778,07/30/20 06:55:00,19.75,1.0,1,90.40,1,2.5,150,996.4,18.15,4.346
1779,07/30/20 07:00:00,19.46,1.5,1,91.10,1,2.5,142,996.4,17.99,4.346
1780,07/30/20 07:05:00,19.58,0.5,1,90.80,1,1.5,143,996.3,18.06,4.346
1781,07/30/20 07:10:00,19.75,0.5,1,89.90,1,1.0,146,996.4,18.06,4.346
1782,07/30/20 07:15:00,19.70,0.0,1,90.00,1,1.0,150,996.4,18.03,4.346
1783,07/30/20 07:20:00,19.53,1.0,1,90.00,1,2.0,173,996.4,17.87,4.346
1784,07/30/20 07:25:00,19.27,2.0,1,91.30,1,3.0,170,996.5,17.84,4.344
1785,07/30/20 07:30:00,19.17,1.5,1,92.40,1,2.5,157,996.4,17.94,4.344
1786,07/30/20 07:35:00,19.13,1.0,1,92.50,1,2.0,160,996.3,17.91,4.346
1787,07/30/20 07:40:00,19.01,0.5,1,92.30,1,2.0,161,996.5,17.75,4.346
1788,07/30/20 07:45:00,19.15,0.5,1,91.60,1,1.0,180,996.4,17.77,4.344
1789,07/30/20 07:50:00,19.27,0.5,1,90.80,1,1.0,190,996.5,17.75,4.344
1790,07/30/20 07:55:00,19.32,0.5,1,92.00,1,1.5,188,996.4,18.01,4.344
1791,07/30/20 08:00:00,19.32,1.0,1,92.70,1,2.0,170,996.4,18.13,4.344
1792,07/30/20 08:05:00,19.22,0.5,1,92.70,1,1.5,177,996.4,18.03,4.344
1793,07/30/20 08:10:00,19.29,0.5,1,93.00,1,1.5,191,996.5,18.16,4.344
1794,07/30/20 08:15:00,19.17,1.0,1,92.60,1,2.0,183,996.4,17.97,4.334
1795,07/30/20 08:20:00,19.25,0.5,1,92.70,1,1.5,183,996.5,18.06,4.328
1796,07/30/20 08:25:00,19.20,0.5,1,92.70,1,1.5,178,996.5,18.01,4.332
1797,07/30/20 08:30:00,19.15,0.5,1,93.50,1,1.5,164,996.4,18.10,4.337
1798,07/30/20 08:35:00,19.01,0.5,1,93.80,1,1.5,161,996.4,18.01,4.340
1799,07/30/20 08:40:00,19.03,0.5,1,94.10,1,1.5,163,996.4,18.08,4.341
1800,07/30/20 08:45:00,19.03,0.5,1,93.20,1,1.0,164,996.6,17.93,4.341
1801,07/30/20 08:50:00,19.08,0.0,1,94.10,1,1.5,177,996.5,18.13,4.341
1802,07/30/20 08:55:00,18.98,0.5,1,93.70,1,1.5,187,996.6,17.97,4.341
1803,07/30/20 09:00:00,18.91,0.5,1,93.80,1,1.5,178,996.7,17.92,4.341
1804,07/30/20 09:05:00,18.91,0.5,1,94.60,1,1.5,167,996.7,18.05,4.341
1805,07/30/20 09:10:00,18.77,0.5,1,94.90,1,1.5,160,996.8,17.96,4.341
1806,07/30/20 09:15:00,18.68,1.0,1,94.80,1,2.0,163,996.9,17.85,4.341
1807,07/30/20 09:20:00,18.65,1.0,1,95.00,1,2.0,166,997.1,17.86,4.341
1808,07/30/20 09:25:00,18.91,1.0,1,95.50,1,2.0,167,997.0,18.20,4.341
1809,07/30/20 09:30:00,18.72,1.0,1,95.50,1,2.0,164,997.0,18.01,4.341
1810,07/30/20 09:35:00,18.75,1.0,1,95.30,4,2.0,170,997.0,18.00,4.341
1811,07/30/20 09:40:00,18.77,1.0,2,95.50,9,1.5,173,997.0,18.06,4.341
1812,07/30/20 09:45:00,18.72,1.0,6,95.30,16,2.0,173,996.9,17.98,4.341
1813,07/30/20 09:50:00,18.63,1.0,8,95.50,24,2.0,167,997.0,17.92,4.343
1814,07/30/20 09:55:00,18.56,0.5,11,95.60,34,1.5,173,996.9,17.86,4.346
1815,07/30/20 10:00:00,18.58,0.5,18,95.50,49,1.5,175,996.8,17.87,4.352
1816,07/30/20 10:05:00,18.94,0.5,48,95.30,84,1.0,177,996.8,18.19,4.370
1817,07/30/20 10:10:00,18.96,1.0,66,94.70,111,2.0,185,996.8,18.12,4.421
1818,07/30/20 10:15:00,19.03,1.5,81,94.30,134,2.5,180,996.8,18.12,4.456
