Line#,Date,"Wind Speed (S-WSB 10979906:10955814-1), m/s, Bree_met_5","Gust Speed (S-WSB 10979906:10955814-2), m/s, Bree_met_5","PAR (S-LIA 10979906:10962914-1), uE, Bree_met_5","Solar Radiation (S-LIB 10979906:10969905-1), W/m^2, Bree_met_5","Wind Direction (S-WDA 10979906:10969970-1), *, Bree_met_5","Pressure (S-BPB 10979906:10972867-1), mbar, Bree_met_5","Temperature (S-THB 10979906:10974876-1), *C, Bree_met_5","RH (S-THB 10979906:10974876-2), %, Bree_met_5","Dew Point (S-THB 10979906:10974876-3), *C, Bree_met_5"
754,07/03/20 14:45:00,1.5,3.0,886,409,326,998.8,20.98,91.50,19.57
755,07/03/20 14:50:00,2.0,3.5,826,378,310,998.8,20.89,91.70,19.51
756,07/03/20 14:55:00,2.5,3.5,"1,024",472,310,998.6,21.13,91.20,19.66
757,07/03/20 15:00:00,2.0,3.0,"1,159",539,295,998.6,20.96,91.00,19.46
758,07/03/20 15:05:00,0.5,2.0,869,401,307,998.7,21.51,91.30,20.06
759,07/03/20 15:10:00,1.0,2.5,"1,916",946,348,998.5,21.22,90.60,19.65
760,07/03/20 15:15:00,0.5,2.0,"1,044",463,357,998.5,21.58,89.80,19.86
761,07/03/20 15:20:00,0.5,1.5,"1,416",661,18,998.4,21.72,89.60,19.97
762,07/03/20 15:25:00,2.0,4.0,"2,129","1,061",0,998.5,21.49,89.50,19.71
763,07/03/20 15:30:00,2.5,3.5,"1,686",828,350,998.5,21.46,89.80,19.74
764,07/03/20 15:35:00,1.5,3.0,"1,334",648,345,998.6,21.53,89.40,19.74
765,07/03/20 15:40:00,0.5,2.0,"1,596",788,340,998.8,22.03,89.60,20.27
766,07/03/20 15:45:00,0.0,1.5,"2,031","1,012",314,998.8,22.66,87.70,20.54
767,07/03/20 15:50:00,1.0,2.5,"1,849",932,313,998.7,22.85,85.90,20.39
768,07/03/20 15:55:00,1.0,2.0,"1,891",958,317,998.5,22.90,85.90,20.44
769,07/03/20 16:00:00,1.0,3.5,"1,774",886,316,998.6,23.30,85.50,20.76
770,07/03/20 16:05:00,0.5,2.0,"1,636",813,289,998.5,23.47,85.00,20.83
771,07/03/20 16:10:00,0.5,3.0,"1,809",901,309,998.5,23.62,84.90,20.95
772,07/03/20 16:15:00,1.5,3.0,"1,971",991,323,998.4,23.83,83.00,20.80
773,07/03/20 16:20:00,1.5,3.5,"2,011","1,019",282,998.1,23.81,83.60,20.89
774,07/03/20 16:25:00,1.5,3.5,"1,231",601,341,998.4,23.76,82.90,20.71
775,07/03/20 16:30:00,2.0,3.5,"1,901",954,348,998.2,23.91,81.40,20.55
776,07/03/20 16:35:00,2.5,4.0,"2,056","1,034",320,998.2,24.17,80.20,20.57
777,07/03/20 16:40:00,2.5,4.0,"1,919",958,337,998.2,24.24,80.20,20.64
778,07/03/20 16:45:00,1.0,3.0,"1,994",999,326,998.1,24.65,78.80,20.75
779,07/03/20 16:50:00,2.0,4.0,"2,006","1,002",313,998.0,24.90,75.90,20.38
780,07/03/20 16:55:00,2.5,4.0,"2,059","1,043",299,998.2,24.85,77.30,20.63
781,07/03/20 17:00:00,3.0,4.5,"2,109","1,102",306,998.1,24.92,75.20,20.25
782,07/03/20 17:05:00,1.5,3.5,"2,011","1,027",317,998.1,25.28,75.40,20.64
783,07/03/20 17:10:00,1.5,3.5,"2,156","1,116",305,998.0,25.45,74.90,20.70
784,07/03/20 17:15:00,2.5,4.5,"2,076","1,057",303,998.0,25.26,73.10,20.12
785,07/03/20 17:20:00,2.5,5.0,"1,861",921,333,998.0,25.21,74.20,20.31
786,07/03/20 17:25:00,2.5,5.0,759,308,326,998.2,25.33,74.30,20.45
787,07/03/20 17:30:00,2.5,4.0,"1,956",976,331,997.9,25.33,75.20,20.65
788,07/03/20 17:35:00,2.0,3.5,"1,971",981,310,997.7,25.53,71.80,20.08
789,07/03/20 17:40:00,2.5,4.0,"2,014",996,291,997.7,25.55,72.00,20.15
790,07/03/20 17:45:00,3.5,5.0,"1,974",981,272,997.6,25.53,71.80,20.08
791,07/03/20 17:50:00,2.5,4.0,624,269,300,997.9,25.77,70.70,20.07
792,07/03/20 17:55:00,3.0,5.0,"2,084","1,052",324,997.5,25.77,68.20,19.49
793,07/03/20 18:00:00,2.0,3.0,"2,071","1,031",296,997.5,26.08,68.30,19.81
794,07/03/20 18:05:00,1.5,3.5,786,341,306,997.6,26.33,68.30,20.04
795,07/03/20 18:10:00,2.0,5.0,626,284,310,997.7,25.96,67.80,19.58
796,07/03/20 18:15:00,3.5,5.0,589,261,316,997.9,25.91,67.10,19.36
797,07/03/20 18:20:00,3.5,5.5,671,293,314,997.9,26.08,65.20,19.06
798,07/03/20 18:25:00,2.0,3.5,"1,369",667,300,997.7,26.26,64.30,19.00
799,07/03/20 18:30:00,1.0,3.0,"1,706",852,314,997.3,26.55,63.50,19.08
800,07/03/20 18:35:00,3.0,5.5,"1,956",961,340,997.4,26.30,62.60,18.62
801,07/03/20 18:40:00,3.0,5.0,"1,979",974,303,997.2,26.60,63.80,19.20
802,07/03/20 18:45:00,4.0,5.5,"1,891",913,316,997.2,26.43,61.70,18.50
803,07/03/20 18:50:00,3.5,7.0,"1,781",851,317,997.0,26.65,59.50,18.13
804,07/03/20 18:55:00,4.0,6.0,"1,756",829,305,997.1,26.60,60.90,18.45
805,07/03/20 19:00:00,3.5,6.0,"1,761",833,319,996.9,26.70,61.50,18.70
806,07/03/20 19:05:00,3.0,6.0,"1,819",866,289,996.8,26.79,60.30,18.48
807,07/03/20 19:10:00,4.5,6.5,"1,874",912,314,996.7,26.84,57.30,17.71
808,07/03/20 19:15:00,3.0,6.0,749,343,324,997.3,26.89,58.90,18.20
809,07/03/20 19:20:00,5.0,7.5,564,259,326,997.5,26.52,61.20,18.46
810,07/03/20 19:25:00,3.0,4.5,579,249,324,997.4,26.60,59.10,17.98
811,07/03/20 19:30:00,3.5,5.0,664,273,334,997.3,26.62,58.40,17.81
812,07/03/20 19:35:00,4.5,6.0,469,191,320,997.5,26.65,57.80,17.67
813,07/03/20 19:40:00,4.0,5.0,596,253,320,997.4,26.60,57.30,17.48
814,07/03/20 19:45:00,2.5,4.5,"1,619",782,321,996.4,27.06,56.70,17.75
815,07/03/20 19:50:00,3.0,5.0,811,336,319,997.3,26.96,55.70,17.38
816,07/03/20 19:55:00,3.0,5.5,"1,709",836,307,996.5,27.36,55.70,17.74
817,07/03/20 20:00:00,3.5,5.0,"1,616",787,317,996.4,27.31,54.40,17.32
818,07/03/20 20:05:00,3.0,4.5,644,259,324,997.4,27.14,53.10,16.78
819,07/03/20 20:10:00,3.0,4.5,"1,421",672,336,996.4,27.11,53.30,16.82
820,07/03/20 20:15:00,3.5,5.0,"1,419",658,326,996.4,27.19,52.80,16.74
821,07/03/20 20:20:00,3.5,5.5,"1,421",657,345,996.3,26.84,54.00,16.77
822,07/03/20 20:25:00,3.5,5.5,"1,354",642,343,996.1,27.11,53.20,16.79
823,07/03/20 20:30:00,3.5,5.5,519,214,337,997.2,26.96,54.50,17.03
824,07/03/20 20:35:00,3.5,4.5,861,389,350,996.9,26.82,56.80,17.55
825,07/03/20 20:40:00,3.0,5.0,"1,029",486,341,996.7,27.14,50.80,16.08
826,07/03/20 20:45:00,2.5,4.5,734,322,323,997.0,27.28,51.90,16.56
827,07/03/20 20:50:00,3.0,4.5,"1,241",591,329,996.3,27.38,53.20,17.04
828,07/03/20 20:55:00,3.5,5.0,556,259,348,997.2,27.09,50.00,15.79
829,07/03/20 21:00:00,3.5,5.5,496,237,336,997.3,26.92,53.00,16.55
830,07/03/20 21:05:00,3.0,4.0,476,229,324,997.2,26.89,51.70,16.13
831,07/03/20 21:10:00,3.0,4.0,486,236,321,997.1,26.87,52.90,16.47
832,07/03/20 21:15:00,2.0,3.0,531,253,324,997.0,26.72,51.60,15.95
833,07/03/20 21:20:00,2.0,3.0,574,268,327,996.9,26.77,52.90,16.38
834,07/03/20 21:25:00,2.0,3.0,821,384,324,996.4,26.84,55.20,17.12
835,07/03/20 21:30:00,2.0,3.5,471,216,321,997.1,26.79,52.00,16.13
836,07/03/20 21:35:00,2.5,3.5,449,207,323,997.0,26.87,51.60,16.08
837,07/03/20 21:40:00,1.5,2.5,481,226,326,997.0,26.82,52.10,16.19
838,07/03/20 21:45:00,2.0,3.0,696,322,324,996.8,27.26,53.10,16.89
839,07/03/20 21:50:00,2.5,4.0,481,223,329,997.0,26.89,49.90,15.58
840,07/03/20 21:55:00,2.0,3.0,"1,044",507,347,995.7,27.28,48.20,15.40
841,07/03/20 22:00:00,2.5,3.5,"1,019",486,352,995.7,27.48,49.70,16.06
842,07/03/20 22:05:00,2.5,4.0,499,212,347,996.9,27.33,51.50,16.48
843,07/03/20 22:10:00,3.0,4.5,466,194,327,996.9,27.58,44.90,14.56
844,07/03/20 22:15:00,3.5,5.0,526,226,327,996.6,27.43,43.40,13.90
845,07/03/20 22:20:00,3.5,5.5,271,94,327,997.2,27.31,43.50,13.83
846,07/03/20 22:25:00,3.0,4.5,716,329,338,996.1,27.48,46.00,14.85
847,07/03/20 22:30:00,2.5,4.0,621,278,345,996.1,27.28,45.40,14.47
848,07/03/20 22:35:00,2.0,3.0,596,268,345,996.1,27.19,47.10,14.95
849,07/03/20 22:40:00,2.0,3.5,569,257,347,996.2,27.36,44.00,14.05
850,07/03/20 22:45:00,2.5,3.5,239,84,343,997.2,27.06,48.00,15.13
851,07/03/20 22:50:00,2.0,3.0,521,243,336,996.2,27.04,50.10,15.78
852,07/03/20 22:55:00,2.5,4.0,461,211,330,996.6,27.31,44.80,14.28
853,07/03/20 23:00:00,2.0,3.0,544,257,334,996.2,27.23,45.90,14.59
854,07/03/20 23:05:00,2.5,3.5,526,254,331,996.4,27.28,48.10,15.37
855,07/03/20 23:10:00,1.5,3.0,499,243,331,996.4,27.31,47.50,15.19
856,07/03/20 23:15:00,1.5,3.0,366,173,338,996.8,27.09,46.40,14.63
857,07/03/20 23:20:00,1.5,3.0,356,169,343,996.5,27.21,47.40,15.07
858,07/03/20 23:25:00,1.0,2.0,319,151,340,996.5,27.06,48.90,15.42
859,07/03/20 23:30:00,1.5,2.0,244,109,327,996.7,26.89,53.00,16.52
860,07/03/20 23:35:00,1.0,2.0,239,111,316,996.9,26.84,52.00,16.18
861,07/03/20 23:40:00,1.0,1.5,221,104,319,996.9,26.62,54.70,16.77
862,07/03/20 23:45:00,0.5,1.5,184,86,314,996.7,26.55,53.30,16.30
863,07/03/20 23:50:00,0.5,1.0,141,62,309,997.0,26.16,61.10,18.09
864,07/03/20 23:55:00,0.0,0.5,139,67,306,996.9,25.74,61.90,17.91
865,07/04/20 00:00:00,0.0,0.5,109,49,317,997.2,25.62,66.40,18.92
866,07/04/20 00:05:00,0.0,0.5,86,39,295,997.3,25.06,67.80,18.72
867,07/04/20 00:10:00,0.0,0.5,69,32,288,997.5,24.39,69.70,18.52
868,07/04/20 00:15:00,0.0,1.5,46,16,284,997.9,24.07,70.40,18.38
869,07/04/20 00:20:00,0.0,1.0,36,12,281,997.8,23.40,70.40,17.73
870,07/04/20 00:25:00,0.0,1.0,29,9,282,997.8,23.30,71.60,17.91
871,07/04/20 00:30:00,0.0,0.5,21,7,284,997.9,23.14,72.10,17.86
872,07/04/20 00:35:00,0.0,0.5,16,6,267,997.9,22.99,74.40,18.22
873,07/04/20 00:40:00,0.5,1.0,11,3,112,998.0,22.63,76.80,18.38
874,07/04/20 00:45:00,0.0,0.5,6,2,104,998.1,22.44,77.00,18.23
875,07/04/20 00:50:00,0.0,0.0,4,1,104,998.0,22.39,78.40,18.47
876,07/04/20 00:55:00,0.0,0.0,1,1,101,998.1,22.39,78.40,18.47
877,07/04/20 01:00:00,0.0,0.5,1,1,321,998.2,22.37,75.00,17.74
878,07/04/20 01:05:00,0.0,1.0,1,1,303,998.2,22.35,74.00,17.51
879,07/04/20 01:10:00,0.0,0.5,1,1,313,998.3,22.42,75.90,17.98
880,07/04/20 01:15:00,0.0,1.0,1,1,329,998.3,22.27,76.90,18.05
881,07/04/20 01:20:00,0.0,1.0,1,1,347,998.3,22.03,77.20,17.88
882,07/04/20 01:25:00,0.5,1.5,1,1,11,998.4,21.82,80.20,18.28
883,07/04/20 01:30:00,0.5,1.5,1,1,11,998.5,21.51,81.30,18.19
884,07/04/20 01:35:00,0.0,1.0,1,1,83,998.6,21.17,81.60,17.93
885,07/04/20 01:40:00,0.0,0.5,1,1,86,998.6,21.06,80.60,17.61
886,07/04/20 01:45:00,0.0,1.0,1,1,104,998.7,21.03,82.60,17.98
887,07/04/20 01:50:00,0.0,1.0,1,1,114,998.8,20.89,83.50,18.01
888,07/04/20 01:55:00,0.0,1.0,1,1,118,998.9,21.08,83.90,18.28
889,07/04/20 02:00:00,0.5,1.5,1,1,168,998.8,21.03,84.60,18.36
890,07/04/20 02:05:00,0.5,1.0,1,1,150,998.9,20.70,83.80,17.88
891,07/04/20 02:10:00,0.0,1.0,1,1,129,998.8,20.46,84.80,17.84
892,07/04/20 02:15:00,0.0,0.5,1,1,132,998.9,20.39,85.40,17.88
893,07/04/20 02:20:00,0.0,0.5,1,1,121,999.0,20.46,85.60,17.99
894,07/04/20 02:25:00,0.0,1.0,1,1,119,998.8,20.13,87.10,17.94
895,07/04/20 02:30:00,0.0,0.5,1,1,119,998.7,20.22,87.10,18.03
896,07/04/20 02:35:00,0.0,0.5,1,1,119,998.7,20.17,86.00,17.78
897,07/04/20 02:40:00,0.0,0.5,1,1,129,998.9,20.15,85.70,17.70
898,07/04/20 02:45:00,0.5,1.5,1,1,146,998.8,19.79,85.50,17.31
899,07/04/20 02:50:00,0.5,1.0,1,1,160,998.8,19.89,87.30,17.74
900,07/04/20 02:55:00,0.5,1.5,1,1,183,998.8,19.91,85.80,17.49
901,07/04/20 03:00:00,0.5,1.5,1,1,187,998.7,19.84,86.00,17.45
902,07/04/20 03:05:00,0.5,1.5,1,1,173,998.8,19.63,87.00,17.43
903,07/04/20 03:10:00,0.5,1.5,1,1,143,998.8,19.39,87.50,17.28
904,07/04/20 03:15:00,1.0,2.0,1,1,143,998.8,19.25,87.60,17.16
905,07/04/20 03:20:00,1.0,1.5,1,1,159,998.8,19.17,87.00,16.98
906,07/04/20 03:25:00,1.0,1.5,1,1,157,998.7,18.98,87.00,16.79
907,07/04/20 03:30:00,1.5,2.5,1,1,159,998.7,18.82,87.90,16.79
908,07/04/20 03:35:00,2.0,3.0,1,1,175,998.8,18.84,89.00,17.01
909,07/04/20 03:40:00,3.0,3.5,1,1,175,998.6,18.46,90.30,16.87
910,07/04/20 03:45:00,3.0,3.5,1,1,174,998.7,18.25,91.20,16.81
911,07/04/20 03:50:00,2.5,3.0,1,1,175,998.7,18.30,91.50,16.91
912,07/04/20 03:55:00,2.5,3.0,1,1,178,998.6,18.22,91.60,16.86
913,07/04/20 04:00:00,2.5,3.5,1,1,205,998.8,18.63,91.10,17.17
914,07/04/20 04:05:00,2.0,3.5,1,1,226,998.8,18.89,87.40,16.77
915,07/04/20 04:10:00,1.0,2.0,1,1,202,998.8,19.20,86.50,16.91
916,07/04/20 04:15:00,1.0,2.5,1,1,220,998.8,19.32,86.40,17.01
917,07/04/20 04:20:00,1.5,2.5,1,1,142,998.7,18.68,89.80,16.99
918,07/04/20 04:25:00,1.5,2.5,1,1,140,998.7,18.58,89.50,16.84
919,07/04/20 04:30:00,1.5,2.5,1,1,126,998.8,18.27,89.30,16.50
920,07/04/20 04:35:00,1.5,2.5,1,1,146,998.7,17.96,89.90,16.30
921,07/04/20 04:40:00,1.0,2.0,1,1,147,998.8,17.84,90.60,16.31
922,07/04/20 04:45:00,0.0,0.5,1,1,145,998.9,17.94,90.30,16.35
923,07/04/20 04:50:00,0.0,1.0,1,1,147,998.8,18.03,90.00,16.39
924,07/04/20 04:55:00,0.0,1.0,1,1,159,998.8,18.13,90.00,16.48
925,07/04/20 05:00:00,0.0,0.0,1,1,160,998.8,18.30,90.10,16.67
926,07/04/20 05:05:00,0.0,0.5,1,1,191,998.7,18.53,89.70,16.83
927,07/04/20 05:10:00,0.5,1.5,1,1,348,998.8,18.60,89.50,16.87
928,07/04/20 05:15:00,1.0,2.0,1,1,4,998.9,18.32,90.30,16.72
929,07/04/20 05:20:00,0.5,1.5,1,1,11,998.9,18.30,90.00,16.65
930,07/04/20 05:25:00,0.0,1.0,1,1,352,998.9,18.27,89.40,16.52
931,07/04/20 05:30:00,0.0,1.0,1,1,354,998.9,18.08,89.10,16.28
932,07/04/20 05:35:00,0.0,0.5,1,1,354,998.9,18.18,89.10,16.37
933,07/04/20 05:40:00,0.0,0.5,1,1,354,999.0,18.37,89.30,16.60
934,07/04/20 05:45:00,1.0,2.0,1,1,206,998.9,18.20,91.90,16.88
935,07/04/20 05:50:00,1.5,2.5,1,1,174,999.0,17.84,90.90,16.36
936,07/04/20 05:55:00,1.5,2.5,1,1,154,999.0,17.70,91.70,16.35
937,07/04/20 06:00:00,1.5,2.0,1,1,159,999.0,17.49,92.60,16.30
938,07/04/20 06:05:00,1.5,2.0,1,1,171,999.0,17.30,93.10,16.19
939,07/04/20 06:10:00,1.5,2.0,1,1,181,999.1,17.51,93.80,16.52
940,07/04/20 06:15:00,1.5,2.5,1,1,173,999.2,17.63,93.60,16.61
941,07/04/20 06:20:00,1.5,2.5,1,1,174,998.9,17.56,93.70,16.55
942,07/04/20 06:25:00,1.5,2.5,1,1,170,999.0,17.44,93.20,16.35
943,07/04/20 06:30:00,2.0,2.5,1,1,167,998.9,17.30,93.60,16.28
944,07/04/20 06:35:00,2.0,3.0,1,1,170,999.2,17.18,94.10,16.24
945,07/04/20 06:40:00,2.5,3.0,1,1,177,999.2,17.06,94.00,16.11
946,07/04/20 06:45:00,2.5,3.5,1,1,174,999.0,17.03,94.10,16.10
947,07/04/20 06:50:00,2.5,3.0,1,1,173,999.1,17.01,94.30,16.11
948,07/04/20 06:55:00,2.0,3.0,1,1,168,999.2,16.75,93.80,15.76
949,07/04/20 07:00:00,2.0,2.5,1,1,167,999.1,16.70,94.20,15.78
950,07/04/20 07:05:00,1.5,2.5,1,1,161,999.2,16.56,94.70,15.72
951,07/04/20 07:10:00,1.5,2.5,1,1,163,999.4,16.75,95.20,16.00
952,07/04/20 07:15:00,1.5,2.5,1,1,173,999.2,16.75,95.10,15.98
953,07/04/20 07:20:00,1.5,2.5,1,1,177,999.3,16.72,94.90,15.92
954,07/04/20 07:25:00,1.5,2.5,1,1,185,999.2,16.72,95.00,15.94
955,07/04/20 07:30:00,1.5,2.5,1,1,185,999.1,16.56,95.10,15.79
956,07/04/20 07:35:00,1.5,2.5,1,1,183,999.0,16.68,95.30,15.94
957,07/04/20 07:40:00,1.5,2.5,1,1,191,999.2,16.77,95.20,16.02
958,07/04/20 07:45:00,1.5,2.5,1,1,190,999.2,16.70,94.70,15.87
959,07/04/20 07:50:00,1.5,2.5,1,1,187,999.2,16.75,94.70,15.91
960,07/04/20 07:55:00,2.0,2.5,1,1,181,999.2,16.70,94.50,15.83
961,07/04/20 08:00:00,2.0,3.0,1,1,164,999.3,16.34,94.90,15.54
962,07/04/20 08:05:00,2.0,3.0,1,1,171,999.3,16.30,95.40,15.58
963,07/04/20 08:10:00,2.0,3.0,1,1,175,999.2,16.27,95.10,15.51
964,07/04/20 08:15:00,1.5,3.0,1,1,178,999.3,16.72,95.30,15.99
965,07/04/20 08:20:00,1.0,2.0,1,1,181,999.4,16.68,94.50,15.81
966,07/04/20 08:25:00,1.0,2.5,1,1,178,999.4,16.70,94.20,15.78
967,07/04/20 08:30:00,1.0,2.5,1,1,152,999.6,16.61,94.10,15.67
968,07/04/20 08:35:00,0.0,2.0,1,1,136,999.5,16.61,94.40,15.72
969,07/04/20 08:40:00,1.5,2.0,1,1,140,999.5,16.53,95.00,15.75
970,07/04/20 08:45:00,1.0,2.0,1,1,154,999.6,16.72,95.00,15.94
971,07/04/20 08:50:00,1.0,2.5,1,1,126,999.6,16.65,94.50,15.79
972,07/04/20 08:55:00,0.5,1.5,1,1,129,999.5,16.68,93.80,15.69
973,07/04/20 09:00:00,0.5,1.5,1,1,157,999.4,16.84,93.50,15.81
974,07/04/20 09:05:00,1.0,2.5,4,1,145,999.5,16.58,94.70,15.75
975,07/04/20 09:10:00,0.5,1.5,9,2,175,999.5,16.80,94.10,15.86
976,07/04/20 09:15:00,0.0,1.5,14,4,167,999.5,17.13,94.30,16.23
977,07/04/20 09:20:00,0.5,1.0,21,8,161,999.6,16.99,94.10,16.05
978,07/04/20 09:25:00,1.0,1.5,31,14,173,999.4,16.89,94.30,15.99
979,07/04/20 09:30:00,1.0,2.0,44,22,163,999.5,16.70,94.20,15.78
980,07/04/20 09:35:00,0.5,1.5,61,32,171,999.4,16.92,94.30,16.01
981,07/04/20 09:40:00,0.5,1.5,76,41,161,999.5,17.13,93.70,16.13
982,07/04/20 09:45:00,0.5,1.5,96,51,153,999.3,17.27,93.20,16.18
983,07/04/20 09:50:00,0.0,1.0,119,63,153,999.4,17.53,92.60,16.34
984,07/04/20 09:55:00,0.0,0.5,144,77,153,999.4,17.72,92.20,16.46
985,07/04/20 10:00:00,0.5,1.0,171,91,164,999.3,17.51,92.30,16.27
986,07/04/20 10:05:00,0.5,1.5,196,102,192,999.4,17.53,92.30,16.29
987,07/04/20 10:10:00,0.5,1.5,224,114,194,999.4,17.77,92.10,16.49
988,07/04/20 10:15:00,0.5,1.5,251,128,168,999.4,18.15,91.70,16.80
989,07/04/20 10:20:00,0.5,2.0,281,142,173,999.4,18.13,91.30,16.71
990,07/04/20 10:25:00,0.5,1.5,311,156,145,999.4,18.27,91.20,16.83
991,07/04/20 10:30:00,0.5,1.5,344,171,146,999.5,18.25,90.80,16.74
992,07/04/20 10:35:00,0.5,1.5,364,179,150,999.5,18.27,90.60,16.73
993,07/04/20 10:40:00,0.0,1.0,391,191,153,999.5,18.39,89.90,16.72
994,07/04/20 10:45:00,0.5,1.0,424,207,153,999.4,18.49,89.40,16.73
995,07/04/20 10:50:00,0.5,1.5,451,219,153,999.3,18.68,89.30,16.90
996,07/04/20 10:55:00,0.5,1.0,479,229,153,999.4,18.70,89.10,16.89
997,07/04/20 11:00:00,0.5,1.5,511,248,157,999.4,18.91,88.80,17.05
998,07/04/20 11:05:00,0.5,2.0,546,263,171,999.4,18.87,89.90,17.19
999,07/04/20 11:10:00,1.0,2.0,574,274,178,999.4,18.60,89.70,16.90
1000,07/04/20 11:15:00,1.0,2.0,609,289,177,999.5,18.56,89.80,16.87
1001,07/04/20 11:20:00,1.0,2.0,631,302,204,999.5,18.75,90.00,17.09
1002,07/04/20 11:25:00,0.5,2.0,666,318,208,999.4,18.89,89.50,17.15
1003,07/04/20 11:30:00,1.0,1.5,691,333,229,999.4,19.13,89.60,17.40
1004,07/04/20 11:35:00,0.5,1.0,679,318,240,999.5,19.60,88.00,17.58
1005,07/04/20 11:40:00,0.5,1.0,831,411,240,999.4,19.96,87.30,17.81
1006,07/04/20 11:45:00,0.5,1.5,599,278,240,999.8,19.75,86.80,17.51
1007,07/04/20 11:50:00,0.5,1.5,616,282,240,999.8,19.58,87.60,17.49
1008,07/04/20 11:55:00,1.0,2.0,464,208,171,999.9,19.70,87.90,17.66
1009,07/04/20 12:00:00,1.0,1.5,509,226,161,999.9,19.70,88.00,17.68
1010,07/04/20 12:05:00,1.5,2.0,916,438,150,999.9,20.20,87.00,17.99
1011,07/04/20 12:10:00,2.0,3.0,956,443,150,999.9,20.41,86.90,18.18
1012,07/04/20 12:15:00,1.5,2.5,961,456,154,999.9,20.63,86.30,18.28
1013,07/04/20 12:20:00,1.5,2.5,"1,016",483,167,999.9,20.70,86.70,18.43
1014,07/04/20 12:25:00,1.5,3.0,"1,049",499,170,999.9,20.84,85.90,18.42
1015,07/04/20 12:30:00,1.0,2.5,"1,059",499,159,"1,000.0",21.06,84.90,18.44
1016,07/04/20 12:35:00,1.0,2.0,"1,081",511,149,999.7,21.32,84.60,18.64
1017,07/04/20 12:40:00,0.5,1.5,"1,114",526,147,999.8,21.68,84.00,18.88
1018,07/04/20 12:45:00,0.5,1.5,"1,139",539,153,999.9,21.65,83.40,18.74
1019,07/04/20 12:50:00,1.5,2.5,"1,166",553,201,999.9,21.77,80.80,18.35
1020,07/04/20 12:55:00,1.5,2.5,"1,199",567,194,"1,000.0",21.84,80.20,18.30
1021,07/04/20 13:00:00,1.5,3.0,"1,221",578,212,"1,000.0",22.06,79.10,18.29
1022,07/04/20 13:05:00,2.0,3.0,"1,256",594,254,"1,000.2",21.99,77.00,17.79
1023,07/04/20 13:10:00,1.0,3.0,"1,294",613,260,"1,000.2",22.25,75.10,17.65
1024,07/04/20 13:15:00,0.0,1.0,"1,306",621,236,"1,000.1",22.70,74.10,17.88
1025,07/04/20 13:20:00,1.0,2.5,"1,314",624,248,"1,000.2",22.44,74.20,17.64
1026,07/04/20 13:25:00,1.0,2.5,"1,351",642,264,"1,000.1",22.70,71.10,17.22
1027,07/04/20 13:30:00,0.0,1.0,"1,384",658,264,"1,000.2",23.21,70.50,17.57
1028,07/04/20 13:35:00,0.0,0.0,"1,436",686,264,"1,000.0",23.86,70.00,18.08
1029,07/04/20 13:40:00,0.0,0.0,"1,426",681,263,"1,000.1",24.27,67.80,17.96
1030,07/04/20 13:45:00,0.0,0.5,"1,444",691,261,999.9,23.47,70.60,17.84
1031,07/04/20 13:50:00,0.0,0.0,"1,466",703,260,999.8,23.86,69.90,18.05
1032,07/04/20 13:55:00,0.0,1.0,"1,491",712,248,999.9,23.57,69.60,17.71
1033,07/04/20 14:00:00,0.5,1.5,"1,516",726,163,"1,000.0",23.21,72.70,18.06
1034,07/04/20 14:05:00,0.0,2.0,"1,519",728,163,999.8,23.38,70.60,17.75
1035,07/04/20 14:10:00,0.5,1.5,"1,559",751,198,999.9,23.33,71.40,17.89
1036,07/04/20 14:15:00,0.0,2.0,"1,564",752,174,999.9,23.33,71.10,17.82
1037,07/04/20 14:20:00,0.5,1.5,"1,576",759,198,999.9,23.50,68.30,17.34
1038,07/04/20 14:25:00,0.5,1.5,"1,596",769,138,999.9,23.50,68.50,17.39
1039,07/04/20 14:30:00,1.0,1.5,"1,616",781,149,999.9,23.54,65.80,16.80
1040,07/04/20 14:35:00,0.5,1.5,"1,681",822,135,999.9,23.69,66.50,17.10
1041,07/04/20 14:40:00,0.5,1.0,"1,659",808,139,999.9,23.71,65.10,16.79
1042,07/04/20 14:45:00,0.0,0.5,"1,671",816,121,999.9,23.95,63.20,16.55
1043,07/04/20 14:50:00,1.0,2.5,"1,671",816,157,999.9,23.86,65.00,16.90
1044,07/04/20 14:55:00,1.0,2.0,"1,656",806,154,999.9,23.88,63.40,16.53
1045,07/04/20 15:00:00,1.0,2.0,"1,721",848,153,999.9,24.10,63.10,16.66
1046,07/04/20 15:05:00,0.5,1.5,"1,724",851,206,"1,000.0",24.24,62.10,16.55
1047,07/04/20 15:10:00,1.0,2.5,"1,716",849,226,999.8,24.39,58.70,15.80
1048,07/04/20 15:15:00,0.5,1.0,"1,749",869,209,999.9,24.63,59.60,16.26
1049,07/04/20 15:20:00,2.0,4.0,"1,756",874,213,999.9,24.53,56.50,15.34
1050,07/04/20 15:25:00,2.0,4.0,"1,766",882,237,"1,000.0",24.85,56.50,15.63
1051,07/04/20 15:30:00,2.0,4.0,"1,784",892,293,"1,000.1",24.99,54.50,15.20
1052,07/04/20 15:35:00,2.0,4.5,"1,786",899,275,999.9,24.85,55.50,15.35
1053,07/04/20 15:40:00,2.0,4.0,"1,771",879,239,"1,000.1",24.82,56.60,15.64
1054,07/04/20 15:45:00,2.5,4.5,"1,791",902,268,"1,000.1",25.04,56.20,15.73
