Line#,Date,"Wind Speed (S-WSB 10979906:10955814-1), m/s, Bree_met_5","Gust Speed (S-WSB 10979906:10955814-2), m/s, Bree_met_5","PAR (S-LIA 10979906:10962914-1), uE, Bree_met_5","Solar Radiation (S-LIB 10979906:10969905-1), W/m^2, Bree_met_5","Wind Direction (S-WDA 10979906:10969970-1), *, Bree_met_5","Pressure (S-BPB 10979906:10972867-1), mbar, Bree_met_5","Temperature (S-THB 10979906:10974876-1), *C, Bree_met_5","RH (S-THB 10979906:10974876-2), %, Bree_met_5","Dew Point (S-THB 10979906:10974876-3), *C, Bree_met_5"
7881,07/28/20 08:40:00,1.5,2.5,1,1,152,990.7,23.40,93.90,22.39
7882,07/28/20 08:45:00,1.0,2.0,1,1,152,990.6,23.40,94.10,22.43
7883,07/28/20 08:50:00,1.0,2.0,1,1,152,990.6,23.45,93.90,22.44
7884,07/28/20 08:55:00,1.0,1.5,1,1,152,990.7,23.47,93.90,22.46
7885,07/28/20 09:00:00,1.0,2.0,1,1,152,990.7,23.54,93.80,22.52
7886,07/28/20 09:05:00,1.0,2.0,1,1,152,990.7,23.54,93.70,22.50
7887,07/28/20 09:10:00,1.0,2.0,1,1,152,990.8,23.45,93.70,22.40
7888,07/28/20 09:15:00,1.0,2.0,1,1,152,991.0,23.47,93.80,22.45
7889,07/28/20 09:20:00,1.0,2.0,1,1,152,991.0,23.47,93.90,22.46
7890,07/28/20 09:25:00,1.5,2.0,1,1,152,991.0,23.50,93.80,22.47
7891,07/28/20 09:30:00,1.5,2.0,4,1,152,990.9,23.45,93.70,22.40
7892,07/28/20 09:35:00,1.0,2.0,6,2,152,991.0,23.40,94.10,22.43
7893,07/28/20 09:40:00,1.0,2.0,9,3,152,991.1,23.45,94.20,22.49
7894,07/28/20 09:45:00,1.0,2.0,14,6,152,991.2,23.47,93.30,22.36
7895,07/28/20 09:50:00,1.0,2.0,19,7,152,991.2,23.54,92.70,22.32
7896,07/28/20 09:55:00,1.0,2.0,16,7,152,991.3,23.54,92.80,22.34
7897,07/28/20 10:00:00,1.0,2.0,24,11,152,991.3,23.54,93.20,22.41
7898,07/28/20 10:05:00,1.5,2.5,29,12,150,991.3,23.11,94.10,22.14
7899,07/28/20 10:10:00,1.5,2.0,36,14,150,991.4,23.09,94.50,22.19
7900,07/28/20 10:15:00,1.5,2.5,41,16,152,991.3,23.28,94.10,22.31
7901,07/28/20 10:20:00,1.5,2.5,49,21,152,991.3,23.23,93.50,22.15
7902,07/28/20 10:25:00,1.5,2.5,39,17,152,991.5,23.21,94.10,22.24
7903,07/28/20 10:30:00,2.0,3.0,49,22,152,991.5,23.11,94.20,22.16
7904,07/28/20 10:35:00,2.0,3.0,54,24,152,991.5,23.16,94.60,22.28
7905,07/28/20 10:40:00,1.5,2.5,59,28,152,991.6,23.06,94.80,22.21
7906,07/28/20 10:45:00,1.0,2.0,44,21,152,991.7,23.04,94.60,22.16
7907,07/28/20 10:50:00,1.0,2.0,41,19,152,991.6,23.14,94.50,22.23
7908,07/28/20 10:55:00,1.5,2.5,66,32,152,991.8,23.16,94.20,22.21
7909,07/28/20 11:00:00,2.0,3.0,94,46,152,991.7,23.11,94.30,22.18
7910,07/28/20 11:05:00,2.5,3.0,184,89,152,991.6,23.18,94.00,22.19
7911,07/28/20 11:10:00,2.0,3.0,231,111,152,991.7,23.30,94.50,22.40
7912,07/28/20 11:15:00,1.5,2.5,226,109,152,991.9,23.23,94.30,22.29
7913,07/28/20 11:20:00,1.5,3.0,219,111,152,992.0,23.33,93.80,22.30
7914,07/28/20 11:25:00,1.5,2.5,224,114,153,992.1,23.35,93.80,22.33
7915,07/28/20 11:30:00,1.5,2.5,191,99,153,992.0,23.52,93.50,22.44
7916,07/28/20 11:35:00,2.0,3.0,171,88,153,992.1,23.57,93.20,22.44
7917,07/28/20 11:40:00,2.5,3.5,161,81,153,992.2,23.64,92.70,22.42
7918,07/28/20 11:45:00,2.5,4.0,221,104,153,992.2,23.71,92.80,22.51
7919,07/28/20 11:50:00,3.0,4.0,241,112,153,992.2,23.81,92.00,22.46
7920,07/28/20 11:55:00,3.0,4.0,346,166,153,992.3,23.83,91.60,22.41
7921,07/28/20 12:00:00,3.0,4.0,306,144,153,992.2,23.83,91.60,22.41
7922,07/28/20 12:05:00,2.5,3.5,474,229,153,991.9,23.88,91.80,22.50
7923,07/28/20 12:10:00,2.5,3.5,429,206,153,991.9,24.00,91.00,22.47
7924,07/28/20 12:15:00,2.0,3.0,644,312,156,991.8,24.15,91.30,22.67
7925,07/28/20 12:20:00,2.0,3.0,426,207,156,991.9,24.19,90.80,22.63
7926,07/28/20 12:25:00,2.5,3.5,386,183,157,992.3,24.22,90.50,22.59
7927,07/28/20 12:30:00,2.5,3.5,391,182,157,992.1,24.44,89.70,22.66
7928,07/28/20 12:35:00,3.0,4.5,361,161,157,992.3,24.53,89.50,22.72
7929,07/28/20 12:40:00,3.0,4.5,486,217,175,992.0,24.60,88.30,22.57
7930,07/28/20 12:45:00,2.5,4.0,551,243,194,992.2,24.70,88.30,22.66
7931,07/28/20 12:50:00,2.5,4.0,746,336,190,992.1,24.82,87.90,22.71
7932,07/28/20 12:55:00,3.0,4.0,"1,251",596,190,992.1,24.94,87.50,22.75
7933,07/28/20 13:00:00,2.5,4.0,761,343,192,992.1,24.85,88.50,22.85
7934,07/28/20 13:05:00,2.5,4.0,676,319,195,992.2,24.94,87.80,22.81
7935,07/28/20 13:10:00,4.0,6.0,296,139,198,992.2,25.02,86.30,22.60
7936,07/28/20 13:15:00,3.5,5.5,251,118,198,992.4,25.04,85.70,22.51
7937,07/28/20 13:20:00,3.5,5.0,409,197,202,992.4,25.06,86.40,22.66
7938,07/28/20 13:25:00,3.5,5.5,324,157,216,992.7,25.04,85.70,22.51
7939,07/28/20 13:30:00,2.5,3.5,479,224,215,992.4,25.09,85.10,22.44
7940,07/28/20 13:35:00,3.5,5.0,824,383,212,992.4,25.19,84.70,22.45
7941,07/28/20 13:40:00,3.0,4.5,516,253,212,992.4,25.26,84.20,22.43
7942,07/28/20 13:45:00,4.0,6.5,506,248,202,992.3,25.26,83.50,22.29
7943,07/28/20 13:50:00,3.5,5.0,664,321,202,992.4,25.40,84.40,22.61
7944,07/28/20 13:55:00,3.5,5.0,741,354,215,992.4,25.50,82.90,22.41
7945,07/28/20 14:00:00,2.5,4.5,931,449,229,992.4,25.65,82.80,22.53
7946,07/28/20 14:05:00,2.0,4.0,476,232,237,992.5,25.57,82.50,22.40
7947,07/28/20 14:10:00,3.0,5.0,421,207,246,992.4,25.60,83.40,22.60
7948,07/28/20 14:15:00,2.5,6.0,229,109,260,992.5,25.45,82.80,22.34
7949,07/28/20 14:20:00,3.0,4.5,446,203,241,992.5,25.50,82.20,22.27
7950,07/28/20 14:25:00,3.5,5.0,616,278,233,992.4,25.65,81.10,22.19
7951,07/28/20 14:30:00,3.0,5.0,"1,869",906,230,992.3,25.79,81.00,22.31
7952,07/28/20 14:35:00,3.0,5.0,734,339,230,992.3,25.96,79.50,22.17
7953,07/28/20 14:40:00,4.5,7.5,"1,971",961,227,992.4,26.04,79.20,22.18
7954,07/28/20 14:45:00,3.5,6.0,714,339,227,992.3,26.30,77.70,22.12
7955,07/28/20 14:50:00,4.0,5.5,754,361,230,992.3,26.50,76.10,21.97
7956,07/28/20 14:55:00,6.0,9.6,"1,619",788,223,992.3,26.35,73.30,21.22
7957,07/28/20 15:00:00,5.5,9.1,"1,051",493,241,992.4,26.48,71.60,20.95
7958,07/28/20 15:05:00,5.0,7.0,"1,041",499,234,992.4,26.55,69.60,20.56
7959,07/28/20 15:10:00,5.5,8.6,"1,061",513,229,992.4,26.62,67.70,20.18
7960,07/28/20 15:15:00,7.5,10.6,"1,056",511,206,992.6,26.60,67.90,20.21
7961,07/28/20 15:20:00,5.0,8.1,966,468,225,992.6,26.57,67.50,20.09
7962,07/28/20 15:25:00,7.0,9.6,"1,451",716,218,992.4,26.52,65.40,19.53
7963,07/28/20 15:30:00,6.0,10.1,"1,526",754,222,992.4,26.55,65.20,19.50
7964,07/28/20 15:35:00,6.5,9.1,"1,076",531,230,992.5,26.45,66.50,19.73
7965,07/28/20 15:40:00,6.0,8.6,874,427,225,992.6,26.35,68.70,20.16
7966,07/28/20 15:45:00,6.5,9.6,"1,516",758,213,992.6,26.48,60.30,18.18
7967,07/28/20 15:50:00,7.0,9.6,"1,451",722,212,992.6,26.48,57.60,17.45
7968,07/28/20 15:55:00,5.5,9.1,"1,584",787,219,992.8,26.62,56.40,17.26
7969,07/28/20 16:00:00,5.0,8.1,"1,579",786,223,992.7,26.84,52.30,16.27
7970,07/28/20 16:05:00,6.0,8.6,"1,666",824,213,992.8,26.84,52.30,16.27
7971,07/28/20 16:10:00,6.5,9.6,"2,031","1,029",204,992.8,26.74,50.60,15.66
7972,07/28/20 16:15:00,6.0,8.1,"1,501",751,204,992.7,26.79,56.10,17.33
7973,07/28/20 16:20:00,5.5,7.5,"1,926",981,202,992.7,26.70,54.90,16.90
7974,07/28/20 16:25:00,6.0,9.1,704,346,218,992.8,26.84,49.30,15.35
7975,07/28/20 16:30:00,5.5,8.1,946,466,232,992.8,26.82,49.30,15.32
7976,07/28/20 16:35:00,5.0,7.5,"1,971",998,226,992.9,26.87,52.10,16.23
7977,07/28/20 16:40:00,5.5,9.6,"1,706",854,222,992.7,26.87,52.40,16.32
7978,07/28/20 16:45:00,5.0,8.6,"1,789",899,246,992.9,27.04,50.60,15.93
7979,07/28/20 16:50:00,5.0,8.1,"1,641",818,233,992.9,26.89,53.00,16.52
7980,07/28/20 16:55:00,6.0,9.1,"1,951",973,218,992.8,27.21,54.10,17.14
7981,07/28/20 17:00:00,5.5,8.1,"1,924",957,220,992.8,27.09,54.00,17.00
7982,07/28/20 17:05:00,5.0,7.5,"1,874",937,236,992.7,27.16,51.40,16.29
7983,07/28/20 17:10:00,5.5,8.6,"1,836",903,218,992.7,27.23,52.70,16.75
7984,07/28/20 17:15:00,5.5,8.1,"1,814",892,241,992.6,27.33,49.90,15.98
7985,07/28/20 17:20:00,6.0,9.6,"1,929",953,241,992.8,27.43,48.80,15.73
7986,07/28/20 17:25:00,5.5,8.1,"1,736",846,223,992.8,27.36,52.80,16.90
7987,07/28/20 17:30:00,4.5,7.5,"1,929",963,222,992.8,27.46,49.90,16.10
7988,07/28/20 17:35:00,3.5,6.0,"1,876",917,223,992.8,27.80,50.90,16.73
7989,07/28/20 17:40:00,5.5,9.6,"1,859",912,257,992.5,27.63,45.10,14.68
7990,07/28/20 17:45:00,6.5,8.6,"1,849",907,246,992.6,27.48,44.90,14.47
7991,07/28/20 17:50:00,5.5,9.1,"1,834",897,233,992.7,27.75,45.50,14.93
7992,07/28/20 17:55:00,5.5,9.1,"1,814",883,250,992.6,27.70,46.10,15.08
7993,07/28/20 18:00:00,6.5,8.6,"1,774",854,233,992.4,27.75,47.90,15.73
7994,07/28/20 18:05:00,6.5,10.1,"1,776",854,225,992.5,27.78,44.70,14.67
7995,07/28/20 18:10:00,5.0,8.1,"1,774",851,246,992.6,27.83,42.50,13.94
7996,07/28/20 18:15:00,5.5,9.6,"1,766",843,250,992.5,27.80,47.30,15.57
7997,07/28/20 18:20:00,5.0,8.1,"1,759",837,239,992.6,27.87,44.40,14.66
7998,07/28/20 18:25:00,4.0,7.0,"1,739",826,270,992.7,27.85,44.10,14.53
7999,07/28/20 18:30:00,5.0,7.5,"1,714",809,256,992.6,28.15,43.90,14.73
8000,07/28/20 18:35:00,5.0,7.5,"1,714",808,256,992.7,27.97,43.40,14.39
8001,07/28/20 18:40:00,5.0,8.1,"1,699",799,236,992.6,27.92,46.70,15.49
8002,07/28/20 18:45:00,5.0,7.5,"1,684",789,248,992.7,27.95,46.50,15.44
8003,07/28/20 18:50:00,5.5,9.6,"1,671",782,250,992.6,27.87,42.60,14.02
8004,07/28/20 18:55:00,5.5,9.1,"1,661",777,270,992.6,28.07,44.10,14.73
8005,07/28/20 19:00:00,5.0,9.1,"1,646",766,258,992.8,28.02,43.80,14.58
8006,07/28/20 19:05:00,3.0,5.5,"1,621",753,247,992.6,28.07,43.40,14.48
8007,07/28/20 19:10:00,5.0,8.1,"1,614",747,250,992.5,28.05,45.00,15.02
8008,07/28/20 19:15:00,4.0,6.5,"1,601",742,253,992.5,28.17,43.50,14.61
8009,07/28/20 19:20:00,4.0,6.0,"1,581",732,250,992.5,28.12,43.20,14.46
8010,07/28/20 19:25:00,4.5,7.0,"1,554",714,248,992.5,28.20,43.00,14.45
8011,07/28/20 19:30:00,5.5,8.1,"1,534",706,263,992.4,28.00,42.80,14.20
8012,07/28/20 19:35:00,4.0,6.0,"1,516",696,271,992.4,28.17,44.80,15.06
8013,07/28/20 19:40:00,6.0,9.1,"1,499",689,243,992.4,28.15,43.80,14.69
8014,07/28/20 19:45:00,5.0,9.1,"1,489",682,241,992.5,28.17,43.60,14.64
8015,07/28/20 19:50:00,4.5,8.1,"1,456",666,254,992.3,28.30,42.10,14.21
8016,07/28/20 19:55:00,5.5,9.1,"1,446",662,247,992.4,28.34,44.20,15.01
8017,07/28/20 20:00:00,5.0,8.6,"1,419",648,254,992.2,28.44,41.60,14.16
8018,07/28/20 20:05:00,4.5,10.1,"1,394",634,261,992.3,28.44,43.50,14.85
8019,07/28/20 20:10:00,4.5,7.5,"1,379",628,260,992.3,28.39,43.00,14.63
8020,07/28/20 20:15:00,5.0,8.6,"1,341",609,243,992.1,28.37,43.20,14.68
8021,07/28/20 20:20:00,5.5,9.6,"1,299",588,256,992.2,28.30,41.80,14.10
8022,07/28/20 20:25:00,5.0,8.6,"1,286",582,246,992.2,28.30,41.20,13.88
8023,07/28/20 20:30:00,4.0,6.5,"1,276",578,254,992.1,28.27,45.20,15.29
8024,07/28/20 20:35:00,4.0,7.0,"1,246",563,257,992.2,28.42,44.00,15.01
8025,07/28/20 20:40:00,4.0,6.5,689,557,251,992.1,28.34,42.70,14.48
8026,07/28/20 20:45:00,5.5,9.1,"1,184",532,274,992.2,28.34,42.40,14.37
8027,07/28/20 20:50:00,5.0,8.6,"1,161",521,251,991.9,28.32,43.00,14.56
8028,07/28/20 20:55:00,6.0,9.1,"1,134",507,257,992.2,28.27,41.20,13.86
8029,07/28/20 21:00:00,5.0,8.6,"1,136",509,260,992.2,28.27,43.00,14.52
8030,07/28/20 21:05:00,5.0,7.5,"1,086",484,258,991.9,28.42,43.00,14.65
8031,07/28/20 21:10:00,5.0,8.6,994,438,267,992.1,28.39,42.30,14.37
8032,07/28/20 21:15:00,5.5,8.1,"1,021",454,263,992.1,28.39,42.30,14.37
8033,07/28/20 21:20:00,5.5,8.1,994,439,261,992.0,28.37,42.10,14.28
8034,07/28/20 21:25:00,5.0,7.5,"1,006",448,257,992.0,28.39,41.40,14.04
8035,07/28/20 21:30:00,5.5,7.0,954,422,246,991.9,28.42,41.90,14.25
8036,07/28/20 21:35:00,5.0,7.5,911,402,237,992.0,28.37,42.10,14.28
8037,07/28/20 21:40:00,4.0,7.0,851,372,244,992.3,28.49,44.80,15.36
8038,07/28/20 21:45:00,3.0,6.0,856,377,237,992.1,28.59,42.00,14.44
8039,07/28/20 21:50:00,5.0,9.1,801,351,251,992.4,28.39,45.30,15.44
8040,07/28/20 21:55:00,4.0,7.5,784,342,250,992.3,28.39,46.40,15.81
8041,07/28/20 22:00:00,3.5,5.5,754,328,247,992.2,28.42,43.70,14.90
8042,07/28/20 22:05:00,3.5,5.5,726,316,246,992.4,28.37,42.80,14.53
8043,07/28/20 22:10:00,4.0,6.0,689,299,260,992.3,28.32,44.50,15.09
8044,07/28/20 22:15:00,4.0,6.0,666,288,241,992.3,28.34,42.50,14.40
8045,07/28/20 22:20:00,4.0,5.5,606,261,247,992.3,28.37,42.20,14.32
8046,07/28/20 22:25:00,3.5,6.0,596,259,263,992.4,28.32,44.20,14.99
8047,07/28/20 22:30:00,3.5,5.5,554,238,270,992.4,28.20,44.90,15.12
8048,07/28/20 22:35:00,3.5,6.0,529,228,268,992.5,28.12,45.20,15.16
8049,07/28/20 22:40:00,2.5,4.5,491,211,268,992.5,28.22,46.80,15.79
8050,07/28/20 22:45:00,2.5,4.0,456,196,264,992.5,28.10,45.90,15.38
8051,07/28/20 22:50:00,2.0,3.5,434,186,254,992.7,28.25,46.00,15.54
8052,07/28/20 22:55:00,2.0,3.0,409,177,250,992.7,28.22,45.70,15.42
8053,07/28/20 23:00:00,2.0,4.0,369,159,254,992.8,28.05,46.00,15.36
8054,07/28/20 23:05:00,3.0,4.5,339,147,260,992.8,27.90,45.50,15.06
8055,07/28/20 23:10:00,2.5,4.0,304,133,260,992.7,27.85,48.50,16.01
8056,07/28/20 23:15:00,2.0,3.0,226,96,254,993.0,27.63,50.20,16.35
8057,07/28/20 23:20:00,2.5,4.5,154,59,239,993.5,27.48,48.80,15.77
8058,07/28/20 23:25:00,2.5,4.0,96,27,225,994.1,27.21,51.90,16.49
8059,07/28/20 23:30:00,2.0,3.5,164,71,225,993.4,27.04,51.70,16.27
8060,07/28/20 23:35:00,2.0,3.0,161,72,226,993.4,27.06,54.70,17.18
8061,07/28/20 23:40:00,2.0,3.0,139,63,229,993.4,27.11,49.00,15.50
8062,07/28/20 23:45:00,2.0,3.0,116,53,225,993.6,27.04,49.30,15.53
8063,07/28/20 23:50:00,1.5,3.0,91,41,226,993.6,26.79,52.70,16.34
8064,07/28/20 23:55:00,1.5,2.0,64,26,233,994.0,26.18,58.90,17.53
8065,07/29/20 00:00:00,1.0,1.5,44,13,236,994.3,25.26,61.90,17.45
8066,07/29/20 00:05:00,0.5,1.0,36,11,236,994.2,25.06,63.30,17.63
8067,07/29/20 00:10:00,0.5,1.0,26,8,236,994.3,24.75,65.20,17.80
8068,07/29/20 00:15:00,0.5,1.5,19,6,239,994.4,24.60,66.00,17.85
8069,07/29/20 00:20:00,1.0,1.5,11,4,241,994.5,24.70,63.00,17.21
8070,07/29/20 00:25:00,1.0,1.5,6,2,241,994.4,24.68,64.40,17.53
8071,07/29/20 00:30:00,1.0,2.0,4,1,241,994.5,24.60,65.80,17.81
8072,07/29/20 00:35:00,1.0,2.0,1,1,251,994.6,24.22,68.70,18.12
8073,07/29/20 00:40:00,1.5,2.0,1,1,253,994.6,24.19,65.50,17.34
8074,07/29/20 00:45:00,1.5,2.0,1,1,253,994.6,24.22,66.50,17.61
8075,07/29/20 00:50:00,1.0,2.0,1,1,254,994.6,24.48,62.70,16.93
8076,07/29/20 00:55:00,1.0,2.0,1,1,253,994.9,24.53,66.20,17.83
8077,07/29/20 01:00:00,0.5,1.5,1,1,233,995.0,23.66,72.00,18.34
8078,07/29/20 01:05:00,0.5,1.5,1,1,136,994.9,23.14,74.70,18.42
8079,07/29/20 01:10:00,0.5,1.5,1,1,136,995.1,22.85,74.50,18.10
8080,07/29/20 01:15:00,0.5,1.0,1,1,138,995.2,22.70,75.80,18.24
8081,07/29/20 01:20:00,0.5,1.0,1,1,138,995.4,22.61,75.80,18.14
8082,07/29/20 01:25:00,0.5,1.0,1,1,138,995.4,22.75,75.30,18.18
8083,07/29/20 01:30:00,0.0,1.0,1,1,138,995.6,22.78,73.90,17.90
8084,07/29/20 01:35:00,0.0,0.0,1,1,138,995.7,22.47,78.70,18.60
8085,07/29/20 01:40:00,0.0,0.5,1,1,138,995.7,22.51,74.70,17.82
8086,07/29/20 01:45:00,0.0,0.5,1,1,138,995.8,22.70,74.80,18.03
8087,07/29/20 01:50:00,0.0,1.0,1,1,138,995.7,22.73,74.40,17.96
8088,07/29/20 01:55:00,0.5,1.0,1,1,138,995.8,22.75,75.90,18.30
8089,07/29/20 02:00:00,1.0,2.0,1,1,170,995.7,22.32,81.50,19.03
8090,07/29/20 02:05:00,2.5,4.0,1,1,181,995.9,21.58,79.70,17.95
8091,07/29/20 02:10:00,3.0,4.0,1,1,184,996.0,21.77,78.90,17.97
8092,07/29/20 02:15:00,3.0,3.5,1,1,180,995.9,21.99,80.00,18.40
8093,07/29/20 02:20:00,3.0,3.5,1,1,178,995.9,22.23,78.60,18.35
8094,07/29/20 02:25:00,2.5,3.5,1,1,187,996.0,22.20,77.50,18.10
8095,07/29/20 02:30:00,2.5,3.5,1,1,183,995.9,22.23,79.10,18.45
8096,07/29/20 02:35:00,2.5,3.5,1,1,177,995.9,22.25,77.00,18.05
8097,07/29/20 02:40:00,2.5,3.0,1,1,183,995.9,21.99,78.10,18.02
8098,07/29/20 02:45:00,2.5,3.0,1,1,197,996.0,21.82,79.90,18.22
8099,07/29/20 02:50:00,2.5,4.0,1,1,197,996.1,22.03,75.70,17.57
8100,07/29/20 02:55:00,2.5,3.5,1,1,197,996.2,21.89,76.40,17.58
8101,07/29/20 03:00:00,2.5,3.5,1,1,192,996.2,21.99,75.30,17.44
8102,07/29/20 03:05:00,2.5,3.5,1,1,187,996.3,22.03,74.00,17.21
8103,07/29/20 03:10:00,2.5,3.0,1,1,178,996.2,21.99,77.00,17.79
8104,07/29/20 03:15:00,2.5,3.5,1,1,174,996.3,21.80,75.00,17.19
8105,07/29/20 03:20:00,2.0,3.0,1,1,185,996.4,21.72,78.20,17.78
8106,07/29/20 03:25:00,2.0,3.5,1,1,188,996.4,21.70,77.80,17.68
8107,07/29/20 03:30:00,2.5,3.5,1,1,190,996.5,21.65,77.30,17.53
8108,07/29/20 03:35:00,2.5,3.5,1,1,191,996.5,21.68,77.50,17.59
8109,07/29/20 03:40:00,2.5,4.0,1,1,192,996.5,21.56,79.00,17.78
8110,07/29/20 03:45:00,2.5,3.5,1,1,190,996.6,21.72,78.20,17.78
8111,07/29/20 03:50:00,2.5,3.5,1,1,194,996.7,21.82,77.30,17.69
8112,07/29/20 03:55:00,2.5,3.5,1,1,194,996.5,22.18,78.30,18.24
8113,07/29/20 04:00:00,3.0,4.0,1,1,195,996.5,22.39,75.80,17.94
8114,07/29/20 04:05:00,3.0,4.0,1,1,194,996.6,22.58,73.80,17.70
8115,07/29/20 04:10:00,3.0,4.5,1,1,195,996.5,22.70,74.00,17.85
8116,07/29/20 04:15:00,3.0,4.0,1,1,192,996.5,22.75,72.70,17.62
8117,07/29/20 04:20:00,3.0,4.0,1,1,195,996.6,22.68,72.80,17.57
8118,07/29/20 04:25:00,3.0,4.0,1,1,194,996.6,22.58,72.70,17.46
8119,07/29/20 04:30:00,3.0,4.5,1,1,194,996.7,22.56,73.80,17.67
8120,07/29/20 04:35:00,2.5,3.5,1,1,195,996.7,22.54,71.50,17.15
8121,07/29/20 04:40:00,3.0,4.0,1,1,194,996.7,22.56,73.60,17.63
8122,07/29/20 04:45:00,3.5,4.5,1,1,191,996.8,22.66,70.60,17.06
8123,07/29/20 04:50:00,3.5,4.5,1,1,194,996.8,22.75,72.10,17.49
8124,07/29/20 04:55:00,3.5,4.0,1,1,198,996.7,22.66,71.80,17.33
8125,07/29/20 05:00:00,3.0,4.0,1,1,194,996.7,22.56,71.40,17.15
8126,07/29/20 05:05:00,3.0,4.0,1,1,192,996.6,22.47,71.20,17.01
8127,07/29/20 05:10:00,3.0,3.5,1,1,184,996.7,22.32,75.30,17.76
8128,07/29/20 05:15:00,2.5,3.5,1,1,167,996.8,21.82,76.30,17.48
8129,07/29/20 05:20:00,2.5,3.0,1,1,160,996.8,21.53,76.20,17.19
8130,07/29/20 05:25:00,2.5,3.5,1,1,161,996.9,21.41,76.50,17.13
8131,07/29/20 05:30:00,2.5,3.5,1,1,164,996.9,21.46,77.00,17.28
8132,07/29/20 05:35:00,2.5,3.5,1,1,166,997.0,21.39,76.60,17.13
8133,07/29/20 05:40:00,2.5,3.5,1,1,170,996.9,21.41,77.10,17.26
8134,07/29/20 05:45:00,2.5,3.5,1,1,171,996.9,21.27,77.40,17.18
8135,07/29/20 05:50:00,2.5,3.5,1,1,170,997.0,21.15,76.80,16.94
8136,07/29/20 05:55:00,2.5,3.0,1,1,167,997.1,20.98,77.00,16.82
8137,07/29/20 06:00:00,2.5,3.0,1,1,163,997.1,21.03,78.80,17.23
8138,07/29/20 06:05:00,2.0,3.0,1,1,159,997.2,20.91,79.40,17.24
8139,07/29/20 06:10:00,2.0,3.0,1,1,157,997.2,20.86,79.50,17.21
8140,07/29/20 06:15:00,2.5,3.5,1,1,166,997.0,20.89,80.60,17.45
8141,07/29/20 06:20:00,2.0,3.0,1,1,161,997.0,20.82,80.80,17.42
8142,07/29/20 06:25:00,2.0,2.5,1,1,154,997.1,20.75,80.10,17.21
8143,07/29/20 06:30:00,2.0,2.5,1,1,156,997.1,20.72,79.00,16.97
8144,07/29/20 06:35:00,2.0,3.0,1,1,153,997.2,20.91,77.30,16.81
8145,07/29/20 06:40:00,2.0,3.0,1,1,163,997.2,20.84,76.90,16.66
8146,07/29/20 06:45:00,2.0,3.0,1,1,168,997.3,20.72,78.30,16.83
8147,07/29/20 06:50:00,2.0,3.0,1,1,175,997.4,20.89,80.70,17.47
8148,07/29/20 06:55:00,2.0,2.5,1,1,166,997.4,20.67,78.90,16.90
8149,07/29/20 07:00:00,1.5,2.5,1,1,157,997.5,20.46,78.60,16.64
8150,07/29/20 07:05:00,1.0,2.0,1,1,159,997.4,20.56,81.30,17.26
8151,07/29/20 07:10:00,1.0,2.0,1,1,159,997.4,20.46,80.10,16.93
8152,07/29/20 07:15:00,1.0,1.5,1,1,161,997.3,20.46,80.00,16.91
8153,07/29/20 07:20:00,1.0,2.0,1,1,161,997.3,20.41,79.60,16.79
8154,07/29/20 07:25:00,1.0,2.0,1,1,161,997.4,20.34,80.30,16.86
8155,07/29/20 07:30:00,1.0,2.0,1,1,161,997.4,20.46,80.90,17.09
8156,07/29/20 07:35:00,1.0,2.0,1,1,178,997.5,20.39,83.00,17.43
8157,07/29/20 07:40:00,0.5,1.5,1,1,201,997.3,20.08,82.90,17.11
8158,07/29/20 07:45:00,0.0,1.5,1,1,199,997.2,20.10,83.10,17.17
8159,07/29/20 07:50:00,0.5,1.5,1,1,164,997.3,20.08,84.40,17.39
8160,07/29/20 07:55:00,0.5,1.5,1,1,152,997.3,20.01,82.20,16.90
8161,07/29/20 08:00:00,0.5,1.0,1,1,154,997.4,20.08,82.00,16.93
8162,07/29/20 08:05:00,0.5,1.5,1,1,154,997.4,20.06,82.40,16.99
8163,07/29/20 08:10:00,0.5,1.5,1,1,154,997.3,19.96,81.50,16.72
8164,07/29/20 08:15:00,0.5,1.0,1,1,154,997.3,19.98,83.80,17.18
8165,07/29/20 08:20:00,0.0,1.0,1,1,154,997.5,19.89,85.20,17.35
8166,07/29/20 08:25:00,0.0,1.0,1,1,154,997.3,19.91,83.70,17.09
8167,07/29/20 08:30:00,0.0,1.0,1,1,154,997.4,20.01,82.60,16.98
8168,07/29/20 08:35:00,0.5,2.0,1,1,167,997.6,20.10,81.50,16.86
8169,07/29/20 08:40:00,1.0,2.0,1,1,202,997.7,20.01,81.90,16.84
8170,07/29/20 08:45:00,1.0,2.0,1,1,216,997.7,19.89,83.40,17.01
8171,07/29/20 08:50:00,0.5,1.5,1,1,208,997.7,19.94,82.90,16.97
8172,07/29/20 08:55:00,0.5,2.0,1,1,191,997.6,19.91,85.20,17.38
8173,07/29/20 09:00:00,0.0,1.0,1,1,175,997.9,19.60,86.40,17.29
8174,07/29/20 09:05:00,0.5,1.5,1,1,163,997.8,19.29,87.50,17.19
8175,07/29/20 09:10:00,0.0,1.0,1,1,157,997.9,19.20,88.50,17.27
8176,07/29/20 09:15:00,0.0,1.0,1,1,156,998.0,19.39,89.60,17.66
8177,07/29/20 09:20:00,0.0,1.0,1,1,156,997.7,19.51,88.60,17.60
8178,07/29/20 09:25:00,0.5,1.5,4,1,157,997.8,19.51,88.80,17.63
8179,07/29/20 09:30:00,0.5,1.5,6,2,156,997.9,18.91,90.00,17.26
