"TOA5","StAlbansOuter","CR1000","70415","CR1000.Std.27.04","CPU:saint_albans_outer20170628.cr1","4226","PFL_Step"
"TIMESTAMP","RECORD","PFL_Counter","_CntRS232","_RS232Dpt","sensorParms(1)","sensorParms(2)","sensorParms(3)","sensorParms(4)","sensorParms(5)","sensorParms(6)","sensorParms(7)","sensorParms(8)","sensorParms(9)","sensorParms(10)","sensorParms(11)","sensorParms(12)","sensorParms(13)","sensorParms(14)","sensorParms(15)","sensorParms(16)","sensorParms(17)","sensorParms(18)","sensorParms(19)"
"2020-08-05 00:21:06",50787,1285,1,8.67,24.46,122.25,120.99,0.06,8.53,-98.41,5.06,17.11,5.77,83.27,6.95,3.16,0.79,1.16,1.15,8.67,11.14,5.56,8.67
"2020-08-05 01:01:38",50788,1286,1,0.53,24.43,122.32,120.98,0.06,8.51,-97,5.4,16.89,5.7,82.46,6.89,2.64,0.66,1.2,1.19,0.54,11.11,5.56,0.53
"2020-08-05 01:02:52",50789,1286,1,1.16,24.44,122.34,121.03,0.06,8.51,-97.34,5.49,17.08,5.77,82.52,6.89,3.12,0.78,1.14,1.13,1.17,11.13,5.56,1.16
"2020-08-05 01:04:05",50790,1286,1,1.67,24.44,122.32,121.01,0.06,8.52,-97.52,5.3,17.19,5.8,82.28,6.87,3.01,0.75,1.22,1.21,1.67,11.14,5.56,1.67
"2020-08-05 01:05:18",50791,1286,1,2.19,24.45,122.33,121.04,0.06,8.52,-97.52,5.3,17.1,5.77,82.44,6.88,2.89,0.72,1.19,1.18,2.18,11.15,5.56,2.19
"2020-08-05 01:06:31",50792,1286,1,2.67,24.45,122.31,121.03,0.06,8.52,-97.5,5.17,17.12,5.78,82.19,6.86,2.97,0.74,1.21,1.2,2.67,11.15,5.55,2.67
"2020-08-05 01:07:44",50793,1286,1,3.13,24.45,122.33,121.05,0.06,8.52,-97.48,5.29,17.05,5.76,82.13,6.85,3.11,0.78,1.16,1.15,3.13,11.11,5.56,3.13
"2020-08-05 01:08:57",50794,1286,1,3.66,24.45,122.34,121.05,0.06,8.52,-97.65,5.32,17.01,5.74,82.2,6.86,3.17,0.79,1.27,1.26,3.66,11.14,5.56,3.66
"2020-08-05 01:10:10",50795,1286,1,4.15,24.45,122.3,121.01,0.06,8.52,-97.67,5.4,17.03,5.75,82.19,6.86,2.68,0.67,1.2,1.19,4.16,11.11,5.56,4.15
"2020-08-05 01:11:23",50796,1286,1,4.68,24.45,122.32,121.03,0.06,8.52,-97.96,5.3,17.01,5.74,82.34,6.87,2.52,0.63,1.18,1.17,4.68,11.13,5.56,4.68
"2020-08-05 01:12:36",50797,1286,1,5.17,24.45,122.32,121.04,0.06,8.51,-97.38,5.64,17.08,5.77,82.05,6.85,3.12,0.78,1.17,1.16,5.17,11.12,5.56,5.17
"2020-08-05 01:13:49",50798,1286,1,5.68,24.45,122.31,121.02,0.06,8.51,-97.24,5.47,17.06,5.76,82.23,6.86,2.44,0.61,1.15,1.14,5.67,11.12,5.56,5.68
"2020-08-05 01:15:02",50799,1286,1,6.16,24.45,122.3,121.01,0.06,8.51,-97.34,5.42,16.97,5.73,82.28,6.87,3.24,0.81,1.18,1.17,6.16,11.14,5.56,6.16
"2020-08-05 01:16:15",50800,1286,1,6.64,24.45,122.29,121,0.06,8.52,-97.61,5.65,17.08,5.76,82.08,6.85,3.02,0.75,1.16,1.15,6.64,11.14,5.56,6.64
"2020-08-05 01:17:28",50801,1286,1,7.15,24.44,122.31,121.01,0.06,8.52,-97.46,5.33,17.04,5.75,82.49,6.89,3.04,0.76,1.18,1.17,7.15,11.16,5.56,7.15
"2020-08-05 01:18:41",50802,1286,1,7.68,24.45,122.31,121.03,0.06,8.51,-97.11,5.35,17.08,5.77,81.92,6.84,2.94,0.73,1.17,1.16,7.68,11.11,5.56,7.68
"2020-08-05 01:19:54",50803,1286,1,8.14,24.45,122.33,121.04,0.06,8.51,-96.82,5.49,17.1,5.77,82.01,6.84,3.14,0.79,1.06,1.05,8.14,11.15,5.56,8.14
"2020-08-05 01:21:07",50804,1286,1,8.61,24.45,122.31,121.02,0.06,8.49,-95.8,5.05,16.93,5.71,82.27,6.87,3.06,0.77,1.15,1.14,8.61,11.14,5.56,8.61
"2020-08-05 02:01:38",50805,1287,1,0.49,24.42,122.35,120.98,0.06,8.49,-96.13,5.67,16.92,5.71,81.79,6.83,3.05,0.76,1.18,1.17,0.5,11.14,5.56,0.49
"2020-08-05 02:02:52",50806,1287,1,1.21,24.43,122.35,121.02,0.06,8.49,-96.12,5.63,17.08,5.77,81.73,6.82,2.75,0.69,1.19,1.18,1.21,11.12,5.56,1.21
"2020-08-05 02:04:04",50807,1287,1,1.67,24.42,122.36,121.01,0.06,8.5,-96.33,5.57,17.08,5.76,81.38,6.8,3.03,0.76,1.12,1.11,1.67,11.14,5.56,1.67
"2020-08-05 02:05:17",50808,1287,1,2.18,24.43,122.32,120.99,0.06,8.5,-96.78,5.2,17.09,5.77,81.55,6.81,2.6,0.65,1.23,1.22,2.17,11.14,5.56,2.18
"2020-08-05 02:06:30",50809,1287,1,2.67,24.43,122.33,121.01,0.06,8.5,-96.64,5.5,17.1,5.77,81.79,6.83,3.03,0.76,1.16,1.15,2.67,11.13,5.56,2.67
"2020-08-05 02:07:43",50810,1287,1,3.2,24.44,122.33,121.01,0.06,8.5,-96.73,5.25,17.1,5.77,81.76,6.83,3.16,0.79,1.12,1.11,3.2,11.13,5.56,3.2
"2020-08-05 02:08:56",50811,1287,1,3.67,24.43,122.34,121,0.06,8.5,-96.37,5.38,17,5.74,81.71,6.82,3.39,0.85,1.14,1.13,3.68,11.13,5.56,3.67
"2020-08-05 02:10:09",50812,1287,1,4.17,24.43,122.38,121.06,0.06,8.49,-95.77,5.37,17.05,5.76,81.18,6.78,3.26,0.81,1.23,1.22,4.17,11.14,5.56,4.17
"2020-08-05 02:11:22",50813,1287,1,4.67,24.43,122.42,121.09,0.06,8.49,-95.8,5.56,17.1,5.77,81.33,6.79,2.74,0.69,1.18,1.17,4.67,11.14,5.56,4.67
"2020-08-05 02:12:35",50814,1287,1,5.18,24.43,122.41,121.08,0.06,8.49,-95.67,5.54,17.14,5.79,80.96,6.76,3.03,0.76,1.17,1.16,5.18,11.15,5.56,5.18
"2020-08-05 02:13:48",50815,1287,1,5.67,24.43,122.41,121.08,0.06,8.48,-95.46,5.4,17.18,5.8,81.26,6.78,2.91,0.73,1.18,1.17,5.67,11.15,5.56,5.67
"2020-08-05 02:15:01",50816,1287,1,6.19,24.43,122.34,121,0.06,8.49,-96,5.48,17.04,5.75,81.43,6.8,3.15,0.79,1.18,1.17,6.18,11.11,5.56,6.19
"2020-08-05 02:16:14",50817,1287,1,6.67,24.43,122.36,121.02,0.06,8.49,-95.97,5.64,17.03,5.75,81.3,6.79,2.86,0.72,1.24,1.23,6.67,11.14,5.56,6.67
"2020-08-05 02:17:27",50818,1287,1,7.13,24.43,122.37,121.04,0.06,8.49,-95.65,5.58,17.13,5.78,81.43,6.8,2.94,0.73,1.16,1.15,7.14,11.12,5.56,7.13
"2020-08-05 02:18:40",50819,1287,1,7.68,24.43,122.32,120.99,0.06,8.48,-95.53,5.41,17,5.74,81.29,6.79,2.81,0.7,1.13,1.12,7.67,11.13,5.55,7.68
"2020-08-05 02:19:53",50820,1287,1,8.15,24.43,122.37,121.03,0.06,8.48,-95.53,5.31,17.06,5.76,81.37,6.79,2.8,0.7,1.14,1.13,8.15,11.13,5.56,8.15
"2020-08-05 02:21:06",50821,1287,1,8.66,24.42,122.35,121,0.06,8.47,-94.8,5.58,17.1,5.77,81.4,6.8,2.84,0.71,1.15,1.14,8.65,11.14,5.56,8.66
"2020-08-05 03:01:38",50822,1288,1,0.54,24.41,122.36,120.97,0.06,8.46,-94.12,5.32,17.02,5.74,80.9,6.76,2.56,0.64,1.2,1.19,0.54,11.14,5.56,0.54
"2020-08-05 03:02:52",50823,1288,1,1.18,24.42,122.39,121.02,0.06,8.46,-94.33,5.39,17.06,5.76,80.92,6.76,2.94,0.74,1.16,1.15,1.18,11.11,5.56,1.18
"2020-08-05 03:04:05",50824,1288,1,1.69,24.41,122.43,121.05,0.06,8.47,-94.42,5.29,17.05,5.76,80.76,6.75,2.84,0.71,1.18,1.17,1.69,11.15,5.55,1.69
"2020-08-05 03:05:18",50825,1288,1,2.17,24.41,122.43,121.05,0.06,8.47,-94.48,5.7,17.04,5.75,81.05,6.77,3.08,0.77,1.18,1.17,2.17,11.14,5.56,2.17
"2020-08-05 03:06:31",50826,1288,1,2.67,24.41,122.48,121.11,0.06,8.46,-94.23,5.31,17.15,5.79,80.72,6.74,3.11,0.78,1.17,1.16,2.67,11.12,5.56,2.67
"2020-08-05 03:07:44",50827,1288,1,3.14,24.41,122.45,121.06,0.06,8.46,-93.9,5.44,16.95,5.72,80.53,6.73,3.57,0.89,1.15,1.14,3.14,11.12,5.56,3.14
"2020-08-05 03:08:57",50828,1288,1,3.66,24.41,122.37,120.99,0.06,8.46,-93.98,5.47,17.03,5.75,80.47,6.72,3.5,0.87,1.19,1.18,3.66,11.12,5.56,3.66
"2020-08-05 03:10:10",50829,1288,1,4.18,24.41,122.44,121.06,0.06,8.46,-94.24,5.75,17.22,5.81,80.5,6.72,2.71,0.68,1.11,1.1,4.18,11.15,5.56,4.18
"2020-08-05 03:11:23",50830,1288,1,4.65,24.41,122.42,121.05,0.06,8.46,-93.99,5.05,17,5.74,80.8,6.75,3.03,0.76,1.23,1.22,4.65,11.14,5.56,4.65
"2020-08-05 03:12:36",50831,1288,1,5.2,24.41,122.42,121.04,0.06,8.46,-94.2,5.7,17.19,5.8,80.47,6.72,3.25,0.81,1.21,1.2,5.2,11.14,5.56,5.2
"2020-08-05 03:13:49",50832,1288,1,5.66,24.41,122.44,121.06,0.06,8.46,-93.94,5.36,17.16,5.79,80.69,6.74,3.23,0.81,1.2,1.19,5.66,11.14,5.56,5.66
"2020-08-05 03:15:02",50833,1288,1,6.15,24.41,122.48,121.09,0.06,8.45,-93.72,5.6,17.15,5.79,80.36,6.71,2.65,0.66,1.24,1.23,6.15,11.12,5.56,6.15
"2020-08-05 03:16:15",50834,1288,1,6.64,24.41,122.45,121.07,0.06,8.46,-93.99,5.4,17.1,5.77,80.37,6.71,3.18,0.8,1.17,1.16,6.64,11.14,5.56,6.64
"2020-08-05 03:17:28",50835,1288,1,7.16,24.41,122.5,121.12,0.06,8.45,-93.49,5.62,17.16,5.79,80.27,6.7,4.28,1.07,1.22,1.21,7.16,11.15,5.56,7.16
"2020-08-05 03:18:41",50836,1288,1,7.67,24.41,122.52,121.14,0.06,8.45,-93.44,5.28,17.1,5.77,79.75,6.66,2.73,0.68,1.19,1.19,7.67,11.11,5.56,7.67
"2020-08-05 03:19:54",50837,1288,1,8.15,24.41,122.53,121.15,0.06,8.44,-92.77,5.4,17.05,5.75,79.85,6.67,2.7,0.68,1.09,1.08,8.15,11.07,5.55,8.15
"2020-08-05 03:21:07",50838,1288,1,8.66,24.41,122.56,121.18,0.06,8.42,-91.85,5.55,17.03,5.75,80.03,6.68,2.97,0.74,1.17,1.16,8.66,11.12,5.56,8.66
"2020-08-05 04:01:38",50839,1289,1,0.52,24.4,122.4,120.99,0.06,8.42,-92,5.53,16.96,5.72,80.12,6.69,3.08,0.77,1.18,1.17,0.52,11.12,5.55,0.52
"2020-08-05 04:02:52",50840,1289,1,1.18,24.4,122.42,121.01,0.06,8.43,-92.32,5.42,17.09,5.77,80.36,6.71,3.07,0.77,1.13,1.12,1.18,11.11,5.56,1.18
"2020-08-05 04:04:05",50841,1289,1,1.68,24.39,122.47,121.05,0.06,8.43,-92.2,5.67,17.08,5.76,79.87,6.67,3.38,0.85,1.17,1.16,1.68,11.12,5.56,1.68
"2020-08-05 04:05:18",50842,1289,1,2.18,24.39,122.49,121.07,0.06,8.43,-92.29,5.62,17.13,5.78,80.17,6.7,3.12,0.78,1.14,1.13,2.18,11.14,5.56,2.18
"2020-08-05 04:06:31",50843,1289,1,2.66,24.4,122.5,121.08,0.06,8.43,-92.49,5.55,16.99,5.74,79.94,6.68,2.92,0.73,1.17,1.16,2.66,11.14,5.55,2.66
"2020-08-05 04:07:44",50844,1289,1,3.14,24.4,122.49,121.07,0.06,8.43,-92.49,5.39,17.23,5.81,79.93,6.68,2.87,0.72,1.17,1.16,3.14,11.11,5.56,3.14
"2020-08-05 04:08:57",50845,1289,1,3.65,24.39,122.46,121.04,0.06,8.43,-92.38,5.45,17.17,5.8,80,6.68,3.07,0.77,1.11,1.1,3.65,11.13,5.56,3.65
"2020-08-05 04:10:10",50846,1289,1,4.18,24.39,122.46,121.03,0.06,8.43,-92.56,5.59,17.02,5.75,80.16,6.7,3.09,0.77,1.16,1.15,4.18,11.12,5.56,4.18
"2020-08-05 04:11:23",50847,1289,1,4.65,24.39,122.42,120.99,0.06,8.44,-92.77,5.58,17.11,5.78,80.26,6.71,2.83,0.71,1.2,1.19,4.65,11.12,5.56,4.65
"2020-08-05 04:12:36",50848,1289,1,5.19,24.39,122.48,121.06,0.06,8.44,-92.67,5.5,16.95,5.72,79.9,6.68,3.1,0.78,1.13,1.12,5.19,11.07,5.55,5.19
"2020-08-05 04:13:49",50849,1289,1,5.67,24.38,122.41,120.96,0.06,8.45,-93.38,5.46,17.22,5.81,80.52,6.73,2.48,0.62,1.06,1.05,5.67,11.11,5.56,5.67
"2020-08-05 04:15:02",50850,1289,1,6.17,24.38,122.41,120.96,0.06,8.44,-92.93,5.48,16.97,5.73,79.97,6.68,3.09,0.77,1.13,1.12,6.17,11.11,5.56,6.17
"2020-08-05 04:16:15",50851,1289,1,6.63,24.38,122.41,120.96,0.06,8.44,-93.04,5.45,17.21,5.81,80.16,6.7,2.97,0.74,1.15,1.14,6.63,11.14,5.56,6.63
"2020-08-05 04:17:28",50852,1289,1,7.16,24.38,122.4,120.96,0.06,8.44,-92.76,5.14,16.94,5.72,80.39,6.72,3.12,0.78,1.12,1.11,7.16,11.15,5.56,7.16
"2020-08-05 04:18:41",50853,1289,1,7.67,24.38,122.42,120.96,0.06,8.44,-92.91,5.32,17.15,5.79,80.28,6.71,2.79,0.7,1.12,1.11,7.67,11.14,5.56,7.67
"2020-08-05 04:19:54",50854,1289,1,8.15,24.36,122.3,120.81,0.06,8.46,-93.84,5.17,17.09,5.77,81.35,6.8,2.93,0.73,1.09,1.08,8.15,11.14,5.56,8.15
"2020-08-05 04:21:07",50855,1289,1,8.66,24.34,122.08,120.54,0.06,8.48,-94.99,4.8,17.04,5.75,82.15,6.87,2.86,0.71,1.1,1.09,8.66,11.14,5.56,8.66
"2020-08-05 05:01:38",50856,1290,1,0.53,24.37,122.41,120.94,0.06,8.4,-90.5,5.46,16.94,5.72,79.65,6.66,2.64,0.66,1.09,1.08,0.53,11.11,5.56,0.53
"2020-08-05 05:02:52",50857,1290,1,1.18,24.37,122.42,120.94,0.06,8.41,-90.89,5.51,17.25,5.82,79.92,6.68,2.84,0.71,1.12,1.11,1.18,11.14,5.56,1.18
"2020-08-05 05:04:05",50858,1290,1,1.69,24.37,122.45,120.97,0.06,8.4,-90.75,5.59,17.1,5.77,79.47,6.64,2.79,0.7,1.09,1.08,1.7,11.14,5.56,1.69
"2020-08-05 05:05:18",50859,1290,1,2.18,24.37,122.45,120.97,0.06,8.41,-90.86,5.2,17.11,5.77,79.67,6.66,2.76,0.69,1.18,1.17,2.18,11.15,5.56,2.18
"2020-08-05 05:06:31",50860,1290,1,2.67,24.36,122.46,120.96,0.06,8.4,-90.73,5.43,17.06,5.76,79.48,6.64,2.66,0.66,1.12,1.1,2.67,11.12,5.56,2.67
"2020-08-05 05:07:44",50861,1290,1,3.14,24.35,122.43,120.93,0.06,8.4,-90.77,5.45,17.15,5.79,79.6,6.66,2.49,0.62,1.12,1.11,3.14,11.12,5.56,3.14
"2020-08-05 05:08:57",50862,1290,1,3.65,24.35,122.45,120.94,0.06,8.4,-90.71,5.2,17.11,5.77,79.61,6.66,2.95,0.74,1.14,1.13,3.65,11.12,5.56,3.65
"2020-08-05 05:10:10",50863,1290,1,4.18,24.36,122.44,120.96,0.06,8.4,-90.55,5.15,17.16,5.79,79.42,6.64,2.28,0.57,1.08,1.07,4.18,11.13,5.56,4.18
"2020-08-05 05:11:23",50864,1290,1,4.65,24.37,122.47,121,0.06,8.4,-90.38,5.17,17.15,5.79,79.34,6.63,3.09,0.77,1.2,1.19,4.65,11.14,5.56,4.65
"2020-08-05 05:12:36",50865,1290,1,5.19,24.37,122.48,121,0.06,8.39,-90.19,5.53,17.21,5.81,78.97,6.6,3.07,0.77,1.15,1.14,5.19,11.14,5.56,5.19
"2020-08-05 05:13:49",50866,1290,1,5.67,24.37,122.47,121,0.06,8.39,-90.12,5.67,17.11,5.78,79.33,6.63,3.15,0.79,1.12,1.11,5.67,11.14,5.56,5.67
"2020-08-05 05:15:02",50867,1290,1,6.18,24.36,122.48,120.99,0.06,8.39,-90.19,5.33,17.05,5.76,79.08,6.61,2.83,0.71,1.15,1.14,6.18,11.13,5.56,6.18
"2020-08-05 05:16:15",50868,1290,1,6.63,24.36,122.48,120.99,0.06,8.39,-90.1,5.15,17.19,5.8,79.06,6.61,3.04,0.76,1.11,1.1,6.63,11.13,5.56,6.63
"2020-08-05 05:17:28",50869,1290,1,7.15,24.36,122.48,120.99,0.06,8.39,-90.02,5.55,17.07,5.76,79.22,6.62,2.82,0.71,1.12,1.11,7.16,11.11,5.56,7.15
"2020-08-05 05:18:41",50870,1290,1,7.67,24.36,122.49,121,0.06,8.39,-90.11,5.52,17.02,5.74,78.95,6.6,2.81,0.7,1.09,1.08,7.67,11.12,5.56,7.67
"2020-08-05 05:19:54",50871,1290,1,8.15,24.34,122.18,120.65,0.06,8.43,-92.2,5.21,17.05,5.75,80.72,6.75,2.72,0.68,1.13,1.12,8.15,11.11,5.56,8.15
"2020-08-05 05:21:07",50872,1290,1,8.65,24.33,122.13,120.57,0.06,8.43,-92.06,5.11,17.07,5.76,81.15,6.79,2.58,0.65,1.04,1.03,8.66,11.12,5.56,8.65
"2020-08-05 06:01:38",50873,1291,1,0.53,24.35,122.57,121.04,0.06,8.34,-86.91,5.6,16.96,5.72,77.61,6.49,2.85,0.71,1.08,1.07,0.53,11.16,5.56,0.53
"2020-08-05 06:02:52",50874,1291,1,1.18,24.34,122.59,121.05,0.06,8.34,-87.16,5.8,17.21,5.81,78.1,6.53,2.85,0.71,1.05,1.04,1.18,11.18,5.56,1.18
"2020-08-05 06:04:05",50875,1291,1,1.7,24.36,122.62,121.12,0.06,8.34,-87.02,5.55,17.19,5.8,77.46,6.48,3.53,0.88,1.11,1.1,1.7,11.2,5.56,1.7
"2020-08-05 06:05:18",50876,1291,1,2.18,24.36,122.58,121.07,0.06,8.35,-87.56,5.44,17.09,5.77,78.11,6.53,3.6,0.9,1.05,1.04,2.18,11.24,5.56,2.18
"2020-08-05 06:06:31",50877,1291,1,2.67,24.35,122.57,121.06,0.06,8.35,-87.41,5.57,17.08,5.76,77.98,6.52,2.48,0.62,1.03,1.02,2.67,11.25,5.56,2.67
"2020-08-05 06:07:44",50878,1291,1,3.14,24.35,122.54,121.02,0.06,8.34,-87.04,5.65,17.06,5.76,77.95,6.52,2.73,0.68,1.05,1.03,3.14,11.27,5.56,3.14
"2020-08-05 06:08:57",50879,1291,1,3.65,24.35,122.55,121.03,0.06,8.35,-87.44,5.4,17.09,5.77,77.95,6.52,2.86,0.72,1.08,1.07,3.65,11.29,5.56,3.65
"2020-08-05 06:10:10",50880,1291,1,4.18,24.35,122.55,121.02,0.06,8.36,-87.89,5.6,17.12,5.78,78.14,6.53,3.31,0.83,1.12,1.11,4.18,11.24,5.56,4.18
"2020-08-05 06:11:23",50881,1291,1,4.66,24.35,122.52,120.98,0.06,8.35,-87.71,5.57,17.09,5.77,78.27,6.55,2.99,0.75,1.12,1.11,4.66,11.29,5.56,4.66
"2020-08-05 06:12:36",50882,1291,1,5.2,24.33,122.41,120.84,0.06,8.37,-88.66,5.52,17.07,5.76,78.93,6.6,3.26,0.82,1.11,1.1,5.2,11.23,5.56,5.2
"2020-08-05 06:13:49",50883,1291,1,5.67,24.32,122.4,120.81,0.06,8.38,-89.51,5.44,17.06,5.76,79.67,6.67,3.38,0.85,1.07,1.06,5.67,11.29,5.56,5.67
"2020-08-05 06:15:02",50884,1291,1,6.17,24.32,122.44,120.85,0.06,8.38,-89.17,5.17,17.1,5.77,78.71,6.59,2.73,0.68,1.02,1,6.18,11.3,5.56,6.17
"2020-08-05 06:16:15",50885,1291,1,6.63,24.33,122.45,120.89,0.06,8.37,-88.77,5.45,17.11,5.77,78.86,6.6,2.98,0.75,1.09,1.08,6.63,11.32,5.56,6.63
"2020-08-05 06:17:28",50886,1291,1,7.17,24.31,122.26,120.65,0.06,8.39,-90.07,5.41,17.06,5.76,79.72,6.67,2.8,0.7,1.07,1.06,7.17,11.36,5.55,7.17
"2020-08-05 06:18:41",50887,1291,1,7.67,24.32,122.33,120.73,0.06,8.39,-89.83,5.25,17.11,5.77,79.22,6.63,2.27,0.57,1.06,1.05,7.66,11.39,5.56,7.67
"2020-08-05 06:19:54",50888,1291,1,8.15,24.29,122.05,120.39,0.06,8.42,-91.49,4.75,17.1,5.77,80.92,6.77,2.76,0.69,1.07,1.06,8.15,11.4,5.56,8.15
"2020-08-05 06:21:07",50889,1291,1,8.67,24.25,121.97,120.22,0.06,8.42,-91.59,4.76,17.12,5.78,81.1,6.79,2.63,0.66,0.98,0.97,8.67,11.42,5.56,8.67
"2020-08-05 07:01:37",50890,1292,1,0.54,24.32,122.66,121.06,0.06,8.29,-83.82,5.82,16.96,5.73,76.76,6.42,2.22,0.55,1.04,1.03,0.54,11.31,5.55,0.54
"2020-08-05 07:02:51",50891,1292,1,1.17,24.33,122.62,121.06,0.06,8.3,-84.55,5.65,17.23,5.82,77.01,6.44,2.84,0.71,1.04,1.03,1.16,11.28,5.55,1.17
"2020-08-05 07:04:04",50892,1292,1,1.7,24.33,122.66,121.08,0.06,8.29,-84.14,5.47,17.04,5.75,76.58,6.41,2.84,0.71,1.06,1.05,1.7,11.31,5.55,1.7
"2020-08-05 07:05:17",50893,1292,1,2.18,24.33,122.62,121.06,0.06,8.3,-84.7,5.47,17.11,5.77,77.02,6.44,2.77,0.69,1.04,1.03,2.18,11.32,5.56,2.18
"2020-08-05 07:06:30",50894,1292,1,2.69,24.33,122.62,121.05,0.06,8.31,-84.83,5.69,17.06,5.76,76.75,6.42,2.55,0.64,1.08,1.07,2.69,11.31,5.55,2.69
"2020-08-05 07:07:43",50895,1292,1,3.18,24.33,122.6,121.03,0.06,8.3,-84.65,5.55,17.07,5.76,77.02,6.44,2.69,0.67,1,0.99,3.18,11.3,5.56,3.18
"2020-08-05 07:08:56",50896,1292,1,3.65,24.33,122.68,121.11,0.06,8.29,-84.04,5.64,17.12,5.78,76.41,6.39,2.36,0.59,1.03,1.02,3.65,11.26,5.56,3.65
"2020-08-05 07:10:09",50897,1292,1,4.18,24.33,122.63,121.06,0.06,8.3,-84.42,5.7,17.06,5.76,76.7,6.42,2.67,0.67,1.07,1.06,4.18,11.29,5.56,4.18
"2020-08-05 07:11:22",50898,1292,1,4.67,24.32,122.57,120.98,0.06,8.31,-84.97,5.35,17.07,5.76,77.3,6.47,2.76,0.69,1.01,1,4.67,11.23,5.55,4.67
"2020-08-05 07:12:35",50899,1292,1,5.19,24.32,122.47,120.88,0.06,8.32,-85.92,5.43,17.11,5.77,77.64,6.49,2.82,0.71,1.06,1.05,5.19,11.23,5.56,5.19
"2020-08-05 07:13:48",50900,1292,1,5.67,24.32,122.45,120.85,0.06,8.33,-86.4,5.68,17.03,5.75,78.09,6.53,2.77,0.69,1.09,1.08,5.67,11.23,5.56,5.67
"2020-08-05 07:15:01",50901,1292,1,6.19,24.31,122.45,120.85,0.06,8.33,-86.58,5.18,17.08,5.76,78.1,6.54,2.87,0.72,1.04,1.03,6.19,11.23,5.55,6.19
"2020-08-05 07:16:14",50902,1292,1,6.68,24.3,122.34,120.71,0.06,8.35,-87.28,5.26,17.1,5.77,78.9,6.6,2.41,0.6,1.05,1.04,6.68,11.24,5.55,6.68
"2020-08-05 07:17:27",50903,1292,1,7.14,24.3,122.25,120.6,0.06,8.36,-88.38,5.22,17.08,5.76,79.46,6.65,2.84,0.71,1.05,1.04,7.14,11.23,5.56,7.14
"2020-08-05 07:18:40",50904,1292,1,7.67,24.27,122.11,120.41,0.06,8.39,-89.68,5,17.07,5.76,80.16,6.71,3,0.75,1.04,1.03,7.67,11.23,5.56,7.67
"2020-08-05 07:19:53",50905,1292,1,8.16,24.25,121.99,120.25,0.06,8.41,-90.79,5.01,17.09,5.77,81.32,6.81,2.44,0.61,1.01,1,8.17,11.23,5.55,8.16
"2020-08-05 07:21:06",50906,1292,1,8.67,24.22,121.92,120.11,0.06,8.41,-90.92,4.8,16.97,5.73,81.53,6.83,2.82,0.71,1.05,1.04,8.67,11.21,5.56,8.67
"2020-08-05 08:01:38",50907,1293,1,0.49,24.31,122.63,121,0.06,8.28,-83.15,5.7,16.92,5.71,76.42,6.4,2.74,0.69,1.05,1.04,0.51,11.42,5.56,0.49
"2020-08-05 08:02:52",50908,1293,1,1.21,24.31,122.67,121.06,0.06,8.28,-83.1,5.66,17.19,5.8,76.32,6.39,2.74,0.68,1.04,1.03,1.21,11.38,5.56,1.21
"2020-08-05 08:04:05",50909,1293,1,1.65,24.31,122.66,121.04,0.06,8.28,-83.18,5.65,17.01,5.74,76.19,6.38,2.6,0.65,1.02,1.01,1.65,11.42,5.56,1.65
"2020-08-05 08:05:18",50910,1293,1,2.2,24.31,122.64,121.02,0.06,8.28,-83.34,5.51,17.15,5.79,76.62,6.41,2.46,0.62,1.03,1.02,2.2,11.4,5.56,2.2
"2020-08-05 08:06:31",50911,1293,1,2.67,24.31,122.61,120.99,0.06,8.28,-83.48,5.64,17.07,5.76,76.47,6.4,2.6,0.65,1.07,1.06,2.67,11.41,5.56,2.67
"2020-08-05 08:07:44",50912,1293,1,3.14,24.31,122.59,120.96,0.06,8.28,-83.59,5.37,17.05,5.76,76.87,6.43,2.97,0.74,1,0.99,3.14,11.42,5.56,3.14
"2020-08-05 08:08:57",50913,1293,1,3.66,24.31,122.63,121.01,0.06,8.28,-83.34,5.42,17.08,5.77,76.46,6.4,2.61,0.65,1.01,1,3.66,11.36,5.56,3.66
"2020-08-05 08:10:10",50914,1293,1,4.18,24.3,122.57,120.94,0.06,8.3,-84.28,5.41,17.06,5.76,77.18,6.46,2.74,0.69,1.05,1.04,4.18,11.43,5.56,4.18
"2020-08-05 08:11:23",50915,1293,1,4.68,24.3,122.59,120.96,0.06,8.29,-83.93,5.41,17.1,5.77,76.85,6.43,2.53,0.63,1.01,1,4.68,11.44,5.55,4.68
"2020-08-05 08:12:36",50916,1293,1,5.19,24.3,122.62,120.99,0.06,8.28,-83.54,5.44,16.96,5.72,76.63,6.41,2.44,0.61,1.05,1.04,5.18,11.43,5.55,5.19
"2020-08-05 08:13:49",50917,1293,1,5.67,24.3,122.47,120.83,0.06,8.3,-84.69,5.55,17.11,5.77,77.5,6.49,3.23,0.81,1.05,1.04,5.67,11.43,5.56,5.67
"2020-08-05 08:15:02",50918,1293,1,6.18,24.3,122.49,120.85,0.06,8.31,-85.37,5.65,17.12,5.78,77.41,6.48,2.84,0.71,1.07,1.05,6.19,11.42,5.56,6.18
"2020-08-05 08:16:15",50919,1293,1,6.65,24.3,122.61,120.98,0.06,8.29,-83.83,5.64,17.07,5.76,76.77,6.42,2.88,0.72,1.01,1,6.65,11.42,5.56,6.65
